HIP,RAICRS,DEICRS,Vmag,Plx,pmRA,pmDE,BV
85157,261.02756159,22.96037466,5.70,23.37,-43.53,-36.77,0.229
85162,261.05455256,-44.16250170,5.10,4.31,-6.87,-30.41,-0.052
85169,261.07831712,-60.67376920,5.76,4.62,0.52,-12.29,-0.067
85185,261.13137304,16.30107639,5.75,7.55,12.58,-28.83,0.074
85207,261.17516721,-21.44141348,5.82,10.81,-14.94,-27.00,0.939
85258,261.32498828,-55.52982397,2.84,5.41,-8.23,-24.71,1.479
85267,261.34858274,-56.37768824,3.31,2.87,-0.77,-15.85,-0.150
85290,261.42234840,60.04834069,5.65,9.58,-8.10,23.57,0.024
85312,261.50012163,-50.63353205,5.19,8.19,15.80,9.18,1.055
85340,261.59257241,-24.17502346,4.16,38.96,-1.97,-117.69,0.283
85355,261.62866503,4.14034239,4.34,2.78,1.25,7.09,1.480
85365,261.65806271,-5.08649188,4.53,33.28,-91.53,-42.75,0.385
85379,261.68434277,48.26007218,5.83,8.98,0.22,-3.02,0.121
85382,261.69235534,34.69569698,5.94,11.63,-27.61,43.04,-0.017
85385,261.70469683,20.08093784,5.52,6.94,0.16,16.11,-0.119
85389,261.71659776,-45.84296289,5.28,5.44,-6.43,-27.58,-0.058
85409,261.80191959,-50.63036560,5.90,1.95,3.04,-1.93,0.063
85423,261.83860010,-29.86669942,4.28,29.26,14.38,-137.41,0.402
85442,261.90648805,-29.72448960,5.98,5.44,-8.10,-31.72,0.010
85470,261.99006555,-52.29702909,5.72,10.44,-15.57,-57.04,1.169
85520,262.16213171,-55.16966503,5.93,3.63,3.08,-8.76,1.113
85537,262.20705273,0.33057703,5.41,15.86,-64.73,19.86,0.237
85543,262.23370580,-36.77826780,5.98,5.12,-3.09,-5.04,1.112
85667,262.59946496,-1.06250365,5.31,60.80,-126.64,-172.00,0.715
85670,262.60823708,52.30135901,2.79,9.02,-15.59,11.57,0.954
85693,262.68457505,26.11060450,4.41,8.88,18.39,16.78,1.434
85696,262.69099501,-37.29574016,2.70,6.29,-4.19,-29.14,-0.179
85699,262.69570753,86.96802383,5.78,20.88,56.09,9.68,0.239
85715,262.73071285,31.15810073,5.63,8.65,3.81,15.59,0.960
85727,262.77490395,-60.68360667,3.60,17.42,-53.65,-99.37,-0.104
85749,262.83893822,2.72446012,5.57,8.75,-19.25,19.22,0.844
85751,262.84701749,-56.92095404,5.99,1.52,-0.85,-4.16,-0.045
85755,262.85396193,-23.96258036,4.78,7.65,4.91,-25.90,0.016
85760,262.86447140,-80.85902834,5.83,4.02,-2.27,-43.34,1.617
85790,262.95655998,28.40743646,5.66,11.86,7.46,25.64,-0.001
85792,262.96050661,-49.87598159,2.84,13.46,-31.27,-67.15,-0.136
85805,262.99120820,68.13470186,5.07,15.02,-13.56,132.70,1.077
85819,263.04340826,55.18411077,4.89,32.96,148.53,54.24,0.251
85822,263.05373826,86.58632924,4.35,17.85,10.54,53.97,0.021
85829,263.06616249,55.17280674,4.86,32.64,143.71,62.46,0.279
85888,263.28045982,41.24359953,5.72,8.62,-67.50,-62.08,1.089
85889,263.28077941,-41.17305756,5.84,3.32,2.43,-3.60,0.041
85912,263.34517510,19.25689917,5.65,27.26,-29.48,-91.32,0.505
85922,263.37445668,-5.74457168,5.61,20.66,-42.20,-95.38,0.187
85927,263.40219373,-37.10374835,1.62,4.64,-8.90,-29.95,-0.231
85930,263.41413313,16.31770553,5.68,10.20,-5.67,-62.67,1.002
85998,263.65287832,9.58672378,5.80,9.54,6.63,-9.77,0.040
86011,263.67704498,-32.58165772,5.69,0.96,3.68,-1.68,0.045
86019,263.69312162,-11.24200693,5.54,8.65,3.02,3.24,0.013
86032,263.73335321,12.56057584,2.08,69.84,110.08,-222.61,0.155
86036,263.74687828,61.87583150,5.23,70.98,277.38,-525.62,0.602
86092,263.91504719,-46.50559076,4.56,8.46,-25.13,-38.32,-0.020
86170,264.13686148,-38.63486521,4.26,22.64,-18.47,-182.29,1.075
86182,264.15677461,48.58547866,5.35,9.91,31.75,64.13,1.142
86201,264.23787472,68.75718933,4.77,42.62,1.34,321.05,0.430
86219,264.28682150,72.45575693,5.87,10.17,24.06,15.34,1.016
86228,264.32969072,-42.99782155,1.86,11.99,6.06,-0.95,0.406
86248,264.36379930,-50.05948478,5.89,9.43,0.84,-89.48,1.109
86254,264.37957747,24.30996890,5.76,13.59,-6.19,9.29,0.114
86263,264.39677181,-15.39840835,3.54,30.93,-39.30,-61.27,0.262
86266,264.40085142,-15.57103656,5.94,1.22,0.99,-0.64,0.357
86284,264.46133236,-8.11872126,4.58,5.94,-11.70,-20.38,0.132
86305,264.52319296,-54.50007025,5.25,23.71,-49.68,-149.54,0.195
86313,264.53963734,-10.92624683,5.74,7.67,-14.40,-8.61,1.228
86414,264.86621847,46.00632216,3.82,6.58,-7.17,3.97,-0.179
86486,265.09888468,-49.41515481,4.76,45.72,104.28,-177.67,0.415
86552,265.31763202,-46.92181116,5.78,4.94,10.77,-7.68,-0.004
86565,265.35381884,-12.87517268,4.24,19.41,-72.16,-55.22,0.086
86575,265.38468625,6.31316423,5.97,2.63,-2.97,-3.22,1.271
86614,265.48461270,72.14949916,4.57,45.38,26.60,-269.77,0.434
86620,265.49182676,72.15757591,5.81,44.80,34.97,-273.61,0.530
86623,265.49432602,15.95217942,5.54,28.15,-6.99,103.01,0.387
86667,265.61832228,24.56431006,5.56,8.92,-55.19,-103.84,1.436
86670,265.62199908,-39.02992092,2.39,7.03,-6.49,-25.55,-0.171
86698,265.71288389,-36.94550742,5.53,6.02,8.42,-23.50,1.553
86731,265.84016161,24.32764591,5.73,26.13,-116.66,72.26,0.683
86736,265.85772897,-21.68308566,4.86,57.00,-97.93,-44.57,0.469
86742,265.86823714,4.56691684,2.76,39.78,-40.67,158.80,1.168
86782,265.99651272,53.80175482,5.75,7.90,13.32,-16.35,0.017
86796,266.03632110,-51.83358836,5.12,65.46,-15.06,-191.17,0.694
86847,266.17502411,-42.72930009,5.87,12.12,5.18,-0.97,0.163
86871,266.23268300,-57.54551015,5.97,8.03,18.09,-12.25,0.912
86929,266.43334347,-64.72373450,3.61,8.79,-11.08,-56.37,1.161
86974,266.61549553,27.72249917,3.42,119.05,-291.42,-750.00,0.750
87044,266.78349746,17.69704078,5.61,8.86,11.07,-11.19,0.036
87072,266.89011276,-27.83076255,4.53,3.03,-3.62,-10.67,0.600
87073,266.89617137,-40.12698197,2.99,1.82,0.44,-6.40,0.509
87074,266.90330267,-14.72578118,5.93,6.39,-22.19,-17.58,0.009
87108,266.97322515,2.70745875,3.75,34.42,-23.15,-75.12,0.043
87158,267.10313561,20.56542749,5.69,13.04,25.03,5.52,0.938
87194,267.20478791,25.62296216,5.09,15.94,-3.67,-38.51,1.141
87212,267.26805764,50.78054478,5.02,15.03,-51.89,218.15,0.043
87220,267.29363880,-31.70318435,4.79,5.37,4.22,-7.89,-0.028
87234,267.36223704,76.96227797,5.02,31.13,37.33,247.98,0.518
87261,267.46438020,-37.04337105,3.19,25.71,42.09,27.77,1.192
87294,267.54629170,-40.09042823,4.78,0.88,3.63,-2.73,0.259
87308,267.59529976,29.32202669,5.51,12.23,30.88,47.88,1.071
87314,267.61829297,-53.61238082,5.68,3.96,2.43,-10.42,-0.099
87390,267.88572115,-40.77232768,5.94,4.42,-51.34,-55.00,1.572
87393,267.89779898,-60.16401809,5.78,8.79,-0.14,-15.69,1.008
87460,268.05691299,-34.79918358,5.88,3.93,3.29,-5.35,-0.111
87472,268.08233216,-34.41683044,5.84,4.38,3.35,-4.86,1.129
87491,268.14776351,1.30504981,5.91,9.30,-32.72,-14.91,1.573
87558,268.30941640,6.10125423,5.77,31.87,-127.82,69.89,0.425
87563,268.32509092,40.00783707,5.17,8.97,7.85,50.36,1.166
87569,268.34779437,-34.89510976,5.58,3.09,2.38,-6.15,1.098
87585,268.38178961,56.87245216,3.73,29.26,93.65,78.44,1.177
87728,268.79640765,72.00513388,5.43,4.51,8.03,-2.92,0.340
87747,268.85494207,26.04997848,5.47,1.02,4.39,4.97,0.341
87777,268.96171591,22.46422113,5.62,6.67,-2.11,-0.17,1.249
87808,269.06324389,37.25052158,3.86,4.87,2.74,7.24,1.350
87812,269.07667921,0.67035571,5.82,3.93,-3.72,-0.36,0.058
87813,269.07933864,-15.81236072,5.93,13.11,-9.61,-66.17,0.024
87833,269.15157439,51.48895101,2.24,22.10,-8.52,-23.05,1.521
87836,269.17424596,-28.06534940,5.76,19.87,31.86,-18.17,0.207
87846,269.19760682,-44.34219871,4.85,9.39,-3.19,-19.50,1.176
87847,269.19895085,-4.08180189,5.44,7.66,-5.52,-8.86,1.162
87875,269.26792871,0.06668731,5.95,10.46,20.54,-9.23,0.110
87933,269.44096106,29.24792527,3.70,24.12,82.33,-18.73,0.935
87936,269.44919385,-41.71625842,4.88,5.96,-1.71,-15.14,1.617
87998,269.62562385,30.18926892,4.41,4.10,-0.48,3.23,0.380
88012,269.66270935,-28.75907603,5.99,2.45,-0.82,-5.21,-0.077
88038,269.73199696,-36.85840855,5.74,8.93,12.10,13.51,0.915
88048,269.75665662,-9.77334973,3.32,21.35,-10.31,-116.12,0.987
88060,269.77199900,-30.25300479,5.00,3.49,2.51,-8.30,1.654
88101,269.90318648,-4.82091169,5.86,5.90,-2.50,-88.30,1.561
88116,269.94815306,-23.81601126,4.74,7.47,-5.40,-50.30,-0.030
88122,269.98417988,45.50146059,5.69,5.34,3.89,-34.03,1.562
88128,270.01425282,16.75094481,4.67,4.97,-7.53,-10.61,1.254
88136,270.03777781,80.00379394,5.74,18.84,46.91,124.03,0.516
88149,270.06582324,4.36864674,4.79,4.82,1.78,-12.95,-0.100
88175,270.12050178,-3.69016112,4.62,43.11,154.17,-44.43,0.390
88192,270.16131466,2.93158759,3.93,2.30,0.41,-8.22,0.029
88267,270.37667886,21.59568814,4.26,6.93,7.55,38.79,0.406
88290,270.43828967,1.30510936,4.42,12.31,15.43,-13.61,0.046
88298,270.47658742,-22.78029065,5.72,-0.14,-0.49,-2.95,-0.030
88331,270.59604036,20.83364838,5.25,3.17,-1.85,-6.91,-0.100
88380,270.71290783,-24.28242475,5.37,2.95,0.69,-17.70,0.495
88404,270.77046145,-8.18025785,4.77,19.22,15.11,-37.61,0.410
88469,270.96851862,-24.36072589,5.89,0.66,0.64,-1.71,0.031
88550,271.20995733,-35.90136032,5.98,9.18,-14.00,-33.55,1.160
88567,271.25509380,-29.58007620,4.66,1.57,4.03,-4.61,0.774
88601,271.36338682,2.50243928,4.03,196.62,124.56,-962.66,0.860
88635,271.45218586,-30.42365007,2.98,33.94,-55.75,-181.53,0.981
88636,271.45665820,32.23072212,5.72,4.69,19.10,-19.96,1.179
88657,271.50795297,22.21889206,4.96,5.30,-13.33,-5.26,1.656
88670,271.53083743,-8.32391503,5.84,5.72,-2.45,-16.72,0.184
88684,271.56297335,-4.75117796,5.74,28.61,142.64,-30.41,0.968
88694,271.59851342,-36.01980798,5.94,57.58,105.44,7.99,0.615
88714,271.65782832,-50.09145462,3.65,3.22,-8.43,-9.26,-0.101
88726,271.70785224,-43.42496169,4.92,22.79,9.49,-104.72,0.255
88745,271.75669828,30.56186809,5.05,63.88,-100.93,111.70,0.528
88765,271.82647643,8.73379361,4.64,13.71,9.79,30.24,0.951
88771,271.83758610,9.56365345,3.71,39.40,-61.60,79.71,0.159
88788,271.86974331,43.46203247,5.00,8.98,1.94,-58.00,0.913
88794,271.88562824,28.76247025,3.84,9.39,-0.17,7.51,-0.018
88816,271.95168241,-17.15430069,5.52,13.08,-103.48,58.14,1.132
88817,271.95628810,26.09726716,5.79,19.65,-10.47,29.79,0.127
88818,271.95651031,26.10122114,5.83,14.27,-1.92,24.37,0.158
88836,272.00961362,36.40171633,5.49,15.66,-95.00,-186.09,1.161
88839,272.02067917,-28.45701627,4.55,9.38,24.77,-31.59,0.938
88866,272.14496186,-63.66804844,4.33,23.55,17.45,-207.64,0.228
88886,272.18955260,20.81457203,4.37,2.14,-2.71,-6.20,-0.164
88899,272.22024304,20.04528382,5.10,10.16,8.45,-21.05,0.176
88964,272.39110031,3.99328654,5.71,19.62,50.07,-4.47,0.363
89000,272.47502296,3.12029682,5.67,21.30,13.68,-193.49,0.490
89008,272.49577622,36.46625671,5.57,7.52,13.14,11.20,0.915
89020,272.52418933,-30.72859747,5.53,9.05,12.57,-28.23,0.979
89042,272.60941453,-62.00276787,5.47,56.32,-77.60,234.68,0.592
89047,272.63138418,54.28595220,5.97,20.00,108.16,246.87,0.943
89065,272.66786991,3.32426855,5.50,7.91,18.87,-5.34,1.204
89099,272.77306755,-41.35902019,5.86,12.13,32.46,-38.30,0.295
89112,272.80740093,-45.95432704,4.52,7.98,-16.28,-37.26,1.009
89115,272.81567436,-75.89079431,5.86,12.88,16.71,-294.43,1.253
89153,272.93053328,-23.70116777,4.96,13.35,7.82,-27.75,1.055
89156,272.93796497,33.44702748,5.98,4.27,13.52,12.14,0.045
89172,272.97569523,31.40528840,4.96,5.42,-14.46,25.21,1.643
89234,273.14235762,-73.67177867,5.86,24.48,-54.84,-262.65,0.464
89290,273.30291529,-41.33609648,5.47,1.97,-3.29,-5.94,-0.155
89341,273.44086963,-21.05883031,3.84,0.11,1.72,-1.39,0.195
89348,273.47232710,64.39719935,4.99,42.56,351.62,36.05,0.440
89369,273.56629234,-21.71310708,5.49,6.45,-15.00,-23.40,1.528
89439,273.80377287,-20.72826670,5.29,-0.33,2.90,-1.26,0.007
89440,273.80403819,-20.38796936,5.96,-0.22,2.83,-1.90,-0.023
89448,273.82103715,68.75596485,5.96,11.48,17.17,-63.73,1.055
89482,273.91158071,42.15934312,5.56,6.04,-2.93,0.95,-0.111
89487,273.91942956,-63.05530804,5.58,11.02,-35.71,-23.95,0.944
89507,273.97247295,-44.20649632,5.45,12.16,69.29,14.67,0.962
89587,274.22121187,-3.00673658,5.99,9.91,18.11,-273.27,0.890
89605,274.28140609,-56.02331993,5.36,4.39,-5.36,-12.99,-0.050
89609,274.29845504,-17.37385188,5.81,3.12,-1.78,-14.18,1.569
89642,274.40720490,-36.76128103,3.10,21.87,-129.27,-166.61,1.582
89678,274.51328312,-27.04263452,4.66,4.66,4.48,-2.76,1.629
89772,274.78984693,7.25976189,5.41,22.24,-45.38,1.96,1.084
89773,274.79447741,24.44604619,5.30,2.55,8.40,5.41,1.508
89826,274.96550503,36.06444696,4.33,13.71,-16.14,41.32,1.162
89851,275.03653519,-15.83160305,5.39,6.93,40.03,-38.66,1.473
89861,275.07459830,21.96144090,4.92,7.66,17.51,-59.29,1.594
89908,275.18933831,71.33772734,4.22,11.28,-5.91,35.79,-0.093
89918,275.21692548,3.37714467,4.85,12.11,1.71,8.45,0.911
89925,275.23737263,29.85879387,5.61,17.36,0.69,54.10,0.231
89931,275.24842337,-29.82803914,2.72,10.67,29.96,-26.38,1.380
89935,275.25423981,28.86983516,5.12,11.79,4.01,48.81,0.212
89937,275.25974572,72.73369763,3.55,124.11,531.08,-351.59,0.489
89962,275.32883578,-2.89712200,3.23,52.81,-547.57,-700.72,0.941
89968,275.34578527,-18.85998365,5.76,2.52,-2.76,-6.48,0.670
89981,275.38618655,49.12146945,5.02,4.32,-24.18,51.06,1.619
90023,275.53622172,23.28498721,5.41,4.82,11.61,77.88,1.633
90037,275.57751714,-38.65682498,5.09,6.48,-42.28,-28.28,1.498
90052,275.64713837,12.02964433,5.99,6.81,8.90,14.61,0.056
90067,275.70414875,17.82657724,5.25,7.48,72.52,16.06,1.250
90074,275.72115824,-36.66949254,5.33,5.27,-1.69,-25.97,-0.121
90096,275.80069792,-12.01470763,5.71,5.33,-8.14,-19.62,0.006
90098,275.80675239,-61.49390506,4.35,7.76,0.53,1.70,1.462
90124,275.87008800,-36.23800004,5.52,10.21,7.61,5.34,1.015
90133,275.90182621,-75.04432557,5.47,16.59,4.48,20.06,0.043
90135,275.91480755,-8.93451038,4.66,17.08,51.89,52.29,0.932
90139,275.92402821,21.77034249,3.85,25.40,195.54,-242.92,1.168
90156,275.97770388,58.80058520,4.98,17.31,-37.64,62.08,0.082
90185,276.04310967,-34.38431460,1.79,22.55,-39.61,-124.05,-0.031
90191,276.05750733,39.50724983,5.11,7.39,-21.31,-4.56,0.047
90200,276.07600345,-44.11020130,5.24,6.22,1.11,-22.55,-0.163
90260,276.25630334,-30.75640093,5.58,4.99,-127.97,-69.59,1.138
90289,276.33764809,-20.54160918,4.81,5.46,8.26,-28.72,1.310
90313,276.41167222,8.03202440,5.64,4.04,-4.24,-7.39,0.884
90342,276.49488169,29.82898959,5.81,7.63,23.23,-24.45,0.068
90344,276.49578299,65.56354628,4.82,10.28,106.52,-27.07,1.179
90414,276.72503769,-48.11710875,5.44,6.16,3.74,-55.09,0.855
90422,276.74345947,-45.96832919,3.49,13.08,-16.68,-53.33,-0.179
90441,276.80212484,0.19612982,5.20,6.81,-2.64,-8.79,0.487
90485,276.95618477,-29.81690216,5.90,27.53,-0.84,15.16,0.517
90496,276.99278955,-25.42124732,2.82,42.20,-44.81,-186.29,1.025
90497,276.99489066,6.19416039,5.71,4.41,-1.25,-23.26,-0.034
90541,277.11297477,-38.99556950,5.63,6.54,-0.21,-41.67,0.140
90568,277.20723319,-49.07003097,4.10,25.60,137.90,-229.14,0.995
90595,277.29938301,-14.56580499,4.67,11.19,3.07,-3.48,0.076
90606,277.33342045,-80.23255408,5.95,9.36,-23.34,-63.39,1.173
90637,277.39879328,23.86620645,5.87,2.21,0.05,-1.95,-0.096
90642,277.42067689,-1.98522563,5.38,13.81,29.75,-33.81,0.961
90647,277.43734872,77.54706964,5.65,6.87,1.59,-0.70,1.192
90662,277.48298947,-47.22051319,5.69,5.49,29.59,-13.41,1.258
90664,277.48615404,-57.52308279,5.74,9.12,56.44,-24.91,0.987
90687,277.54934640,-18.72857432,5.63,11.13,33.67,-90.48,1.057
90762,277.76861912,16.92860639,5.76,7.88,-33.04,-20.79,0.053
90763,277.77018839,-32.98900140,5.37,9.32,-1.48,-46.53,0.182
90797,277.84344394,-62.27819116,4.63,6.81,-0.96,-45.59,-0.116
90804,277.85705350,-10.79579343,5.77,4.70,1.67,-17.60,0.379
90806,277.85958633,-18.40264541,5.12,15.30,-6.98,-21.43,0.016
90830,277.93931691,-45.91474360,4.92,4.10,-3.77,-28.80,-0.101
90842,277.98426606,-43.50736445,5.71,2.62,-1.04,-7.50,1.322
90844,277.98745241,-1.00296614,5.93,5.72,10.03,-4.63,0.170
90853,278.00810133,-45.75735390,5.07,2.92,1.26,-11.55,-0.127
90887,278.08877815,-39.70390941,5.16,14.83,31.98,-37.62,0.079
90905,278.14384287,57.04561627,4.77,1.13,0.32,-7.09,0.611
90913,278.18050927,-14.86565430,5.47,2.57,0.15,-3.37,1.998
90915,278.19227861,23.61677633,5.88,4.11,13.32,10.21,1.490
90923,278.20812019,30.55418062,5.47,8.92,13.40,11.61,-0.077
90930,278.23053953,-73.96538378,5.88,9.16,6.89,-87.25,0.992
90968,278.34638866,-38.72593259,5.67,1.90,-0.60,-21.79,-0.060
90982,278.37566714,-42.31245871,4.62,3.76,32.48,-21.03,0.994
90991,278.41251698,-14.85359142,5.74,15.42,27.26,-9.49,0.043
91004,278.47286565,-24.03226534,5.49,0.95,-2.99,-7.10,1.795
91013,278.48624439,52.35350951,5.38,4.10,-3.26,3.03,1.091
91014,278.49068660,-33.01653262,5.28,1.46,2.35,-11.19,-0.115
91105,278.75984804,-10.97719406,5.12,11.25,49.10,-5.04,0.926
91117,278.80182442,-8.24330819,3.85,18.72,-18.98,-314.63,1.317
91118,278.80245637,18.20339202,5.79,4.82,21.25,7.46,0.006
91139,278.87664511,23.60552870,5.62,6.70,3.31,0.73,1.015
91217,279.11598380,9.12281663,5.38,25.75,-6.29,-133.88,0.387
91235,279.15562439,33.46903738,5.41,6.25,-9.01,-0.39,-0.101
91237,279.16288632,6.67215598,5.43,31.53,-30.62,-144.29,0.386
91262,279.23410832,38.78299311,0.03,128.93,201.02,287.46,-0.001
91315,279.38963009,62.52646287,5.74,7.66,-8.40,52.56,-0.045
91322,279.39981039,-0.30942411,5.76,5.06,11.74,-19.83,0.067
91347,279.47678201,-21.39756504,5.93,10.38,-2.57,-65.66,0.189
91405,279.62798112,-23.50484560,5.78,7.01,-0.53,-19.60,-0.018
91438,279.72269706,-21.05150199,5.85,77.02,-74.88,-151.87,0.673
91461,279.80946248,-47.90980354,5.84,9.91,26.39,14.85,0.233
91494,279.89660339,-43.18577561,5.42,3.99,-31.47,-42.22,1.654
91532,280.00166783,-7.79070788,5.82,6.19,-21.13,-37.30,1.536
91726,280.56842553,-9.05255357,4.70,17.44,7.87,2.02,0.358
91755,280.65815094,55.53940044,5.03,8.96,-2.65,23.36,-0.070
91792,280.75889095,-71.42772867,4.01,15.55,1.25,-158.29,1.134
91845,280.88016751,-8.27524299,4.88,6.24,21.29,11.58,1.112
91854,280.90549491,-64.55131121,5.76,7.96,14.53,-46.80,0.967
91875,280.94558795,-38.32331062,5.11,16.15,1.12,-53.81,0.075
91883,280.96505950,31.92691949,5.68,19.27,-33.00,-126.13,0.360
91918,281.08066463,-35.64192109,4.86,7.23,1.21,-26.98,-0.168
91919,281.08473883,39.66997686,4.67,20.10,10.55,60.23,0.170
91926,281.09489936,39.61259557,4.59,20.34,5.83,51.83,0.180
91971,281.19306613,37.60505025,4.34,21.23,29.26,26.57,0.192
91973,281.20079095,37.59456466,5.73,21.72,19.23,20.65,0.285
91974,281.20667981,-25.01086335,5.82,4.11,-1.21,-20.86,0.033
91975,281.20805403,2.06007487,5.02,6.91,8.80,-15.06,-0.055
91989,281.23812444,-39.68617292,5.40,2.47,8.61,-6.29,0.850
92024,281.36190079,-64.87089771,4.78,34.21,32.67,-148.72,0.199
92027,281.36814952,5.50012301,5.82,4.60,15.54,1.96,0.041
92041,281.41397083,-26.99077940,3.17,14.14,51.15,0.45,-0.107
92043,281.41554660,20.54712356,4.19,52.37,-9.25,-335.65,0.483
92056,281.44481933,74.08535352,5.25,9.74,5.13,81.98,0.953
92088,281.51861708,26.66207055,4.83,12.96,18.68,24.39,1.199
92111,281.58578518,-22.39218449,5.37,2.55,32.04,3.45,1.591
92112,281.59276611,75.43379735,5.37,10.73,-12.19,68.62,0.049
92117,281.61909463,-0.96163956,5.89,12.62,20.00,-21.79,0.131
92133,281.67949234,52.98797002,5.91,1.50,10.13,-3.99,-0.096
92136,281.68051716,-10.12503854,5.69,-0.07,0.37,-3.91,0.584
92161,281.75509317,18.18122968,4.34,35.17,83.74,119.01,0.148
92175,281.79365558,-4.74782871,4.22,4.73,-7.71,-15.89,1.087
92202,281.87073367,-5.70507074,5.38,2.32,-44.09,-31.36,1.280
92226,281.93583145,-40.40612167,5.20,8.30,24.64,-18.57,0.781
92294,282.15815797,-65.07748945,5.71,14.45,-38.07,-78.20,0.268
92308,282.21029394,-43.67999681,5.46,9.40,24.39,-20.84,0.133
92312,282.22240149,19.32877145,5.89,11.63,15.96,-21.00,0.022
92367,282.36367328,-45.81023948,5.80,7.59,74.90,57.31,0.891
92382,282.39582542,-43.43404010,5.60,5.37,-2.88,-25.39,-0.077
92390,282.41711408,-20.32474038,5.22,4.35,-1.82,34.70,1.404
92391,282.42064627,-5.91283415,5.99,2.19,0.23,-11.69,1.568
92398,282.44130295,32.81283298,5.93,3.23,1.87,-5.19,-0.154
92405,282.47052043,32.55108873,5.22,13.70,-11.76,-12.76,0.100
92420,282.51997462,33.36267788,3.52,3.70,1.10,-4.46,0.003
92488,282.74377104,-9.77410171,5.82,2.16,6.33,2.54,0.594
92512,282.80002755,59.38828895,4.63,10.12,77.56,25.43,1.185
92549,282.89583932,52.97452091,5.51,38.32,-65.14,245.24,0.843
92609,283.05431892,-62.18756062,4.22,1.80,-1.33,-13.53,-0.150
92614,283.06846943,21.42516648,5.43,7.10,-7.25,-10.12,-0.068
92630,283.11335813,-46.59511945,5.51,3.41,29.04,0.14,1.641
92646,283.16502568,-52.10713766,5.18,11.13,38.43,-95.69,0.962
92689,283.30642219,50.70828894,4.92,9.67,4.54,-27.75,0.903
92728,283.43149392,36.97172755,5.58,3.02,1.49,-2.60,-0.138
92747,283.50037663,-21.35979587,5.68,1.88,2.02,-20.25,1.206
92761,283.54239695,-22.74482020,4.86,1.76,2.95,-5.70,1.412
92768,283.55521736,27.90970126,5.64,8.04,-7.54,-71.21,1.361
92782,283.59902616,71.29708956,4.82,9.47,48.59,42.11,1.151
92791,283.62620294,36.89860518,4.22,3.63,-6.73,3.26,1.575
92814,283.67964704,-15.60302217,5.08,1.96,-2.38,-5.64,0.141
92818,283.68700483,22.64507357,4.57,6.71,6.40,1.03,0.782
92822,283.69653895,48.85972353,5.84,18.89,-49.54,-132.66,0.452
92824,283.69853501,-87.60551487,5.29,13.06,-36.69,-135.22,1.304
92831,283.71740921,41.60272814,5.46,12.19,-1.37,-2.30,1.034
92833,283.71883669,33.96858048,5.99,2.45,-5.60,-1.78,0.922
92845,283.77946681,-22.67125323,5.00,12.07,110.34,-30.79,1.348
92855,283.81631956,-26.29659428,2.05,14.54,13.87,-52.65,-0.134
92862,283.83368820,43.94589260,4.08,9.33,19.94,80.60,1.397
92872,283.86434313,6.61550576,5.58,11.14,6.02,-88.83,1.041
92882,283.87925799,-16.37618751,5.56,31.24,-26.33,-183.97,0.445
92931,284.00280341,-23.17371793,5.91,3.66,-1.70,-13.69,-0.021
92937,284.02562647,18.10579902,5.69,11.84,-47.38,-160.08,1.092
92946,284.05483475,4.20352956,4.62,24.73,37.69,26.98,0.161
92951,284.06088696,4.20205672,4.98,22.84,52.42,31.17,0.204
92953,284.07071918,-42.71060161,5.35,10.52,-27.03,-30.48,0.998
92969,284.10725292,65.25815397,5.62,10.39,-15.79,-28.94,0.938
92989,284.16871114,-37.34318339,5.36,7.67,8.79,-23.68,-0.147
92997,284.18783092,57.81499531,5.67,11.40,-26.37,-59.39,1.155
93015,284.23766942,-67.23353511,4.40,6.00,-7.83,16.65,0.530
93017,284.25612303,32.90162351,5.20,66.76,202.85,-143.97,0.594
93026,284.26514217,-5.84621426,4.83,15.77,60.77,-40.90,1.057
93051,284.31913909,2.53537680,5.56,2.96,-4.70,-12.53,0.004
93057,284.33532364,-20.65633439,5.02,0.65,-1.58,-4.75,0.137
93085,284.43241556,-21.10662433,3.52,8.76,34.91,-12.33,1.151
93104,284.50792438,38.26618277,5.89,6.32,-5.25,2.13,-0.090
93124,284.56144717,17.36093633,5.33,1.32,0.08,-9.98,0.731
93148,284.61564682,-52.93860748,4.85,6.14,11.53,-8.81,-0.051
93163,284.65247792,-60.20062859,5.14,6.32,-125.01,32.47,1.355
93174,284.68114151,-37.10708855,4.83,33.43,-132.25,-110.45,0.396
93179,284.69551472,13.90677273,5.91,13.45,0.94,-51.42,0.251
93194,284.73593568,32.68955312,3.25,5.14,-2.76,1.77,-0.049
93203,284.77387015,13.62254853,5.27,20.99,19.49,-124.92,0.573
93225,284.84917715,-12.84046242,5.51,6.34,-1.05,-22.44,-0.038
93244,284.90578844,15.06847757,4.02,21.22,-52.68,-73.81,1.082
93256,284.93928575,26.23043204,5.26,9.36,85.85,-11.33,1.228
93279,285.00342257,32.14549051,4.94,2.12,6.13,9.75,1.465
93287,285.01477683,-66.65351408,5.98,7.43,12.33,-42.60,0.977
93299,285.05696213,50.53345884,5.39,5.23,7.05,3.15,-0.182
93340,285.18111302,55.65831944,5.51,6.59,-11.73,-7.36,0.862
93393,285.32232152,26.29143333,5.69,4.68,-0.74,-9.10,-0.086
93408,285.35983210,46.93502175,5.00,25.54,13.58,-86.10,0.186
93429,285.42017236,-5.73901832,4.02,21.95,-24.15,-39.73,1.079
93498,285.61537869,-24.84639516,5.63,11.81,-22.90,-177.32,1.232
