HIP,RAICRS,DEICRS,Vmag,Plx,pmRA,pmDE,BV
28325,89.76794851,-9.55813955,5.04,9.93,8.45,-45.52,0.189
28328,89.78662719,-42.81510761,3.96,6.14,18.53,-11.45,1.146
28343,89.84076564,49.92454610,5.90,2.90,-4.57,-2.54,1.194
28358,89.88145972,54.28498197,3.72,23.22,86.31,-134.05,1.010
28360,89.88237261,44.94743492,1.90,39.72,-56.41,-0.88,0.077
28380,89.93015897,37.21276409,2.65,18.83,42.09,-73.61,-0.083
28404,89.98375587,45.93675346,4.30,3.88,-2.42,-7.32,1.701
28413,90.01393918,-3.07407681,4.53,7.77,6.87,-72.71,1.202
28484,90.20499138,-51.21655276,5.65,15.82,-29.72,95.95,0.207
28499,90.24399472,47.90197432,5.71,3.19,3.02,-21.03,-0.007
28524,90.31789213,-33.91177131,5.54,5.87,5.44,-26.39,1.580
28562,90.42938625,48.95946915,5.98,4.75,7.10,-9.89,1.437
28574,90.46010757,-10.59793918,4.92,3.33,-6.88,3.59,-0.128
28614,90.59579323,9.64736756,4.12,21.49,14.19,-37.44,0.170
28675,90.81483793,-26.28475048,5.03,8.41,66.18,84.77,1.335
28691,90.86400112,19.69061033,5.14,3.05,9.81,-20.29,-0.097
28716,90.97993150,20.13845865,4.64,0.10,2.19,-2.81,0.236
28734,91.03006890,23.26363207,4.16,21.64,-2.60,-119.72,0.835
28744,91.05626466,-6.70895020,5.19,3.55,-3.55,3.62,-0.066
28756,91.08448552,-32.17272393,5.65,3.01,-15.62,120.75,-0.186
28790,91.16736258,-45.07954967,5.93,37.01,-79.98,254.28,0.493
28812,91.24244795,5.41997005,5.67,2.96,-7.96,-0.18,1.047
28814,91.24316628,4.15867686,5.63,1.31,0.28,-2.38,1.041
28816,91.24638576,-16.48442713,4.92,3.05,-5.57,-3.17,0.196
28823,91.26425064,42.98198550,5.90,19.38,-44.61,-144.20,0.358
28854,91.36258158,-10.24265912,5.88,16.96,21.43,26.03,0.374
28855,91.36320378,-35.51368651,5.80,12.40,13.88,16.09,0.027
28899,91.52304862,-29.75852227,5.79,12.25,10.94,-41.69,0.041
28910,91.53889172,-14.93528629,4.67,19.14,-16.87,13.16,0.046
28909,91.53900939,-66.03968885,5.72,9.82,13.51,27.98,-0.024
28943,91.63376334,-23.11077641,5.46,6.86,-10.39,-28.58,0.064
28946,91.64620701,38.48277233,5.35,8.57,10.76,-52.70,0.251
28949,91.66141788,-4.19382480,5.37,1.53,-6.79,-4.65,-0.122
28984,91.73965420,-21.81229045,5.74,3.50,-6.12,-3.67,1.584
28991,91.76401174,-62.15441128,5.04,8.28,21.44,-69.66,1.256
28992,91.76528547,-34.31202171,5.82,3.10,2.83,0.44,-0.137
29034,91.88180046,-37.25292114,5.00,4.28,0.90,0.30,-0.095
29038,91.89300774,14.76852318,4.42,6.10,4.95,-21.18,-0.164
29048,91.92345906,-19.16600403,5.28,4.59,12.79,56.67,1.661
29064,91.97028171,-42.15400130,5.50,12.48,-11.08,-17.37,0.007
29134,92.18476724,-68.84345717,5.06,11.78,-50.90,19.68,-0.072
29150,92.24111381,-22.42728352,5.49,12.77,-3.85,-52.83,-0.010
29151,92.24126844,2.49972675,5.70,5.35,-1.75,-14.17,0.067
29196,92.38517315,22.19027415,5.93,0.53,-6.99,-4.97,1.626
29205,92.39389063,-14.58469045,5.56,15.35,-15.74,29.55,1.150
29225,92.43327240,23.11346966,5.75,-0.51,-1.05,-1.43,0.192
29234,92.44961008,-22.77449062,5.71,18.48,87.66,60.76,0.454
29246,92.49581101,58.93564864,5.35,9.34,17.61,18.77,1.096
29263,92.54341638,-40.35396993,5.54,3.82,-20.93,73.14,1.665
29271,92.55918047,-74.75252790,5.08,98.54,121.84,-212.82,0.714
29276,92.57463800,-54.96866057,4.72,1.97,-4.11,6.53,-0.229
29294,92.64452684,-27.15420421,5.72,9.84,-9.10,-57.18,1.072
29353,92.81256272,-65.58970507,5.01,4.86,-22.98,118.34,1.599
29379,92.88460504,24.42037914,5.83,4.33,0.99,-52.04,1.110
29388,92.90241065,48.71112468,5.78,10.49,14.30,-55.85,0.100
29417,92.96590078,-6.55028276,5.06,2.71,-3.54,-1.83,-0.201
29426,92.98498656,14.20881425,4.45,5.14,-1.59,-20.23,-0.180
29433,93.00557898,19.79057155,5.76,3.36,1.96,-11.82,-0.071
29434,93.01365054,16.13044684,4.95,4.21,5.57,-16.77,-0.149
29451,93.08387494,32.69338941,5.78,2.31,-8.69,-4.02,1.646
29490,93.21271986,65.71849922,5.36,5.08,7.23,-31.75,1.344
29575,93.47601857,-3.74142288,5.83,10.36,-18.42,20.25,0.910
29616,93.61910415,17.90637842,5.86,7.21,-2.89,-10.63,0.253
29629,93.65294439,-4.56846315,5.83,5.28,-6.50,2.35,-0.155
29650,93.71223277,19.15688949,5.20,47.33,-95.78,-181.59,0.430
29651,93.71390194,-6.27472737,3.99,5.06,-6.18,-20.06,1.319
29655,93.71956952,22.50682376,3.31,9.34,-62.53,-10.24,1.600
29679,93.78500463,-20.27226037,5.88,3.51,2.37,30.66,1.322
29678,93.78523916,13.85107261,5.91,2.38,24.21,10.65,-0.231
29692,93.82379533,-18.47701325,5.99,15.66,19.43,-61.46,1.058
29696,93.84473576,29.49871224,4.32,19.31,-70.90,-261.73,1.021
29704,93.85469568,16.14320591,5.34,6.80,1.61,-12.66,-0.101
29711,93.87358260,-4.91463574,5.99,15.03,22.68,-34.41,0.097
29716,93.89315534,-0.51165873,5.62,28.02,-158.04,-218.33,0.506
29730,93.91878235,59.99903422,5.37,6.54,28.54,-24.14,1.339
29735,93.93699498,-13.71838696,5.00,8.70,12.26,-11.08,-0.078
29736,93.93735931,12.55107067,5.44,2.33,-3.21,-1.54,0.015
29771,94.03206851,-16.61800865,5.97,3.90,-9.19,0.90,-0.167
29800,94.11070845,12.27171030,5.04,51.00,83.07,186.28,0.431
29807,94.13806399,-35.14073157,4.37,17.83,0.39,87.58,0.978
29842,94.25512509,-37.73764950,5.54,10.78,1.35,83.91,1.129
29850,94.27756971,9.94253598,5.39,12.85,5.10,-59.86,0.106
29852,94.28988535,-37.25344284,5.88,16.10,-5.51,-22.63,0.139
29860,94.31770235,5.09969578,5.70,51.76,-189.37,171.18,0.610
29895,94.42388578,-16.81591325,5.15,5.75,-14.87,2.07,1.293
29919,94.47846658,61.51529221,5.01,5.53,-9.61,-2.37,1.843
29941,94.55721559,-19.96699189,5.51,3.28,-5.84,7.22,-0.163
29996,94.71075178,-9.38996323,5.36,6.38,4.34,-22.68,1.239
29997,94.71158258,69.32003430,4.76,18.55,-1.64,-101.65,0.025
30011,94.74573891,-20.92562047,5.79,1.77,-3.32,3.90,-0.155
30060,94.90579498,59.01090518,4.44,21.88,-3.51,24.43,0.032
30069,94.92063879,-34.39659537,5.76,8.24,4.39,1.84,-0.080
30073,94.92833719,-7.82291023,5.27,3.96,-4.31,0.70,-0.177
30093,94.99835160,-2.94449028,4.91,6.44,-7.31,-1.00,1.613
30099,95.01761580,14.65116899,5.67,5.95,-6.26,-17.27,1.578
30122,95.07827982,-30.06337656,3.02,9.70,8.00,3.81,-0.160
30143,95.15099685,-34.14419295,5.55,1.62,0.42,19.94,-0.182
30214,95.35299081,-11.77324372,5.48,1.95,-4.25,2.37,0.002
30247,95.44211705,53.45239515,5.34,17.54,22.24,-88.91,0.448
30277,95.52852147,-33.43627251,3.85,13.75,-24.19,-52.48,0.858
30321,95.65929247,-69.98412773,5.56,5.48,25.96,34.75,1.510
30324,95.67494750,-17.95591658,1.98,6.53,-3.45,-0.47,-0.240
30342,95.73278618,-56.36992070,5.60,19.87,-40.24,-20.04,0.242
30343,95.73996302,22.51385027,2.87,14.07,56.84,-108.79,1.621
30419,95.94207368,4.59283881,4.39,25.39,-20.88,10.75,0.215
30436,95.98297443,-25.57752992,5.61,4.68,3.57,-40.92,1.561
30438,95.98787763,-52.69571799,-0.62,10.43,19.99,23.67,0.164
30444,96.00424570,-36.70789674,5.62,10.58,-12.79,54.66,1.027
30457,96.04313846,-11.53000982,5.21,7.76,-55.56,-32.11,1.230
30463,96.05783068,-60.28139797,5.78,11.37,-30.78,29.99,-0.001
30520,96.22459158,49.28789903,4.92,0.85,0.82,-2.48,1.905
30545,96.31836214,-0.94535265,5.88,30.22,238.30,-218.04,0.564
30565,96.36937934,-69.69078672,5.37,12.25,-13.25,200.75,0.971
30591,96.43189775,-48.17684903,5.76,4.83,-3.81,-20.28,-0.061
30651,96.60776525,56.28504370,5.53,12.01,-25.21,21.57,0.238
30666,96.66496281,-1.50726444,5.87,14.26,-10.11,-29.40,0.070
30679,96.70366348,58.41741346,5.21,4.78,-5.52,-1.77,1.538
30703,96.76723213,-58.00210529,5.82,5.38,-8.51,-4.43,1.279
30717,96.80733207,0.29926632,5.19,3.43,2.90,-8.25,1.186
30720,96.81496020,-0.27598684,5.55,4.35,1.62,-5.19,1.376
30728,96.83531772,2.90825624,5.55,11.15,-43.38,13.01,1.035
30772,96.98988336,-4.76214677,5.06,2.41,-4.23,-3.14,-0.175
30788,97.04257272,-32.58012947,4.47,8.03,-13.78,24.24,-0.169
30827,97.14203636,30.49306993,5.75,2.09,0.34,-14.95,0.779
30836,97.15587229,-17.46603282,5.76,7.69,16.89,9.83,1.118
30840,97.16351878,-32.37129738,5.74,3.96,-2.14,7.55,-0.160
30867,97.20447548,-7.03305042,3.76,4.72,-7.00,-4.97,-0.113
30883,97.24079361,20.21216720,4.13,6.49,-5.98,-14.08,-0.115
30932,97.36891553,-56.85284448,5.20,10.44,-38.15,32.34,1.087
30953,97.45469519,-50.23895882,5.28,19.33,-67.56,-51.83,0.371
30972,97.51241701,46.68553561,5.88,6.15,-6.64,7.50,1.448
30986,97.54700158,-10.08150589,5.92,0.52,-7.27,-2.27,1.373
31037,97.69288857,-27.76958910,5.92,2.89,-7.55,5.87,-0.156
31039,97.69642228,58.16345682,5.86,17.56,-30.02,-338.85,0.934
31072,97.80457202,-35.25886111,5.82,4.02,-2.48,8.55,0.813
31079,97.82591372,-51.82620719,5.58,26.87,102.50,104.60,0.534
31084,97.84591544,-12.39190922,5.16,9.51,42.10,-17.87,1.262
31119,97.95120180,11.54434340,5.22,15.44,17.61,28.16,0.185
31121,97.95861449,-8.15818115,5.43,3.75,-9.21,-22.16,1.373
31125,97.96403433,-23.41843727,4.34,1.59,-2.72,6.45,-0.245
31137,97.99296524,-58.75384073,5.69,4.50,-0.67,2.39,-0.057
31159,98.08010878,4.85599529,5.88,6.30,-35.56,1.57,0.997
31165,98.08888798,-37.69651376,5.25,11.95,73.30,-77.42,0.982
31167,98.09637360,-5.86871833,5.60,23.13,-0.87,-41.78,0.256
31173,98.11334517,32.45494059,5.82,11.86,-26.51,-17.52,0.188
31190,98.16241008,-32.03045378,5.73,3.89,-2.84,2.87,-0.180
31216,98.22595658,7.33297921,4.47,2.16,-3.89,-5.80,0.023
31277,98.40072046,14.15537477,5.57,12.75,-14.27,-87.02,1.105
31278,98.40800314,-1.22011054,5.09,6.08,2.14,-17.68,-0.132
31299,98.45621385,-36.23226731,5.42,8.02,-15.31,97.95,1.419
31362,98.64720407,-32.71626113,5.62,6.70,3.18,2.70,-0.085
31407,98.74411397,-52.97563454,4.35,1.85,-7.65,11.33,-0.021
31416,98.76408302,-22.96483318,4.54,7.92,13.11,16.52,-0.035
31434,98.80025751,28.02234399,5.26,7.30,-0.41,-12.46,-0.008
31446,98.81595606,0.89022204,5.78,1.14,-3.36,-2.33,0.004
31448,98.82331871,9.98835403,5.93,2.06,0.34,-7.70,1.508
31457,98.85093436,-36.77993005,5.59,5.62,-8.31,20.82,-0.130
31564,99.09524032,-18.65994454,5.71,11.79,-11.82,16.82,0.848
31579,99.13682373,38.44555210,5.40,1.80,-1.76,-21.41,2.773
31583,99.14720939,-5.21110831,5.52,3.91,2.99,-14.33,-0.082
31592,99.17082883,-19.25570928,3.95,50.41,62.32,-69.91,1.037
31599,99.19416835,-13.32097688,5.95,4.24,-2.16,-24.25,1.562
31637,99.30767433,-36.99068388,5.72,1.97,-9.85,13.59,-0.112
31665,99.40999549,56.85750718,5.87,10.12,-9.26,9.79,0.006
31676,99.42350092,61.48190031,5.94,18.82,-208.21,-274.56,0.899
31681,99.42792641,16.39941482,1.93,31.12,-2.04,-66.92,0.001
31685,99.44029869,-43.19592394,3.17,7.71,-0.43,-3.99,-0.103
31688,99.44809882,-32.33989066,5.25,8.24,108.96,64.13,1.177
31700,99.47260802,-18.23745713,4.42,7.03,-6.86,-8.47,1.137
31737,99.59591342,28.98439129,5.76,7.74,-18.70,-15.52,-0.001
31765,99.65680209,-48.22023129,5.05,7.48,3.92,19.83,0.997
31771,99.66480928,39.39111530,5.70,10.30,-22.05,-107.49,1.367
31789,99.70494411,39.90258791,5.34,4.30,-8.37,-11.99,-0.075
31827,99.81965168,-14.14574673,4.82,2.07,4.58,-7.00,1.459
31832,99.83261264,42.48901214,4.80,7.54,-0.97,-55.65,1.236
31870,99.92777365,-30.47002424,5.70,13.54,-7.33,-191.92,1.134
31876,99.94885571,12.98280259,5.99,11.28,-15.00,-14.14,0.063
31897,100.01211946,-80.81372235,5.61,8.07,-5.08,53.37,0.214
31940,100.12015519,77.99579710,5.75,5.63,14.25,-6.02,1.488
31946,100.13434964,71.74875988,5.88,4.92,4.23,10.70,1.223
31978,100.24442101,9.89576021,4.66,3.19,-0.66,-2.51,-0.233
31992,100.27268782,0.49533540,5.79,2.82,-7.48,-5.04,-0.094
32064,100.48485939,-9.16742468,5.21,8.63,34.99,-46.05,1.525
32104,100.60134402,17.64551421,5.20,23.41,6.97,-86.87,0.063
32173,100.77086794,44.52452351,5.04,10.66,-45.05,-30.28,1.479
32226,100.91102453,3.93253483,5.88,-0.14,-0.60,-2.88,-0.046
32246,100.98304088,25.13115531,3.06,3.61,-5.93,-12.81,1.377
32249,100.99705857,13.22814319,4.49,11.82,-2.29,-51.80,1.167
32292,101.11862078,-31.07053787,5.23,1.25,-3.04,6.24,-0.127
32311,101.18943633,28.97098912,5.42,5.72,-8.75,-23.65,1.445
32349,101.28854105,-16.71314306,-1.44,379.21,-546.01,-1223.08,0.009
32362,101.32263980,12.89605513,3.35,57.02,-115.16,-190.91,0.443
32366,101.34616795,-31.79292174,5.92,41.20,-204.91,-304.13,0.491
32385,101.37996161,-30.94899076,5.62,2.06,-3.11,4.20,-0.138
32402,101.47383863,-52.40971351,5.81,2.37,-3.55,9.14,1.551
32411,101.49750507,-14.79608441,5.30,8.19,-11.02,-17.63,0.075
32438,101.55896951,59.44169108,4.86,14.26,-18.11,-8.67,0.084
32439,101.56028979,79.56627808,5.44,56.02,-99.03,-603.61,0.525
32463,101.63507823,8.58716910,5.92,2.92,-4.99,-6.76,-0.173
32474,101.66259605,-10.10736196,5.66,6.09,-10.77,0.77,-0.048
32480,101.68474593,43.57702483,5.24,60.56,-0.28,165.49,0.575
32489,101.70622699,57.16927050,5.34,15.69,13.90,-38.79,0.964
32492,101.71289080,-14.42599569,5.28,5.08,-3.14,10.24,-0.024
32494,101.71955730,-51.26544940,5.39,3.60,-22.01,-89.56,1.330
32531,101.82795802,-55.54004918,5.60,5.45,-0.86,25.08,1.549
32533,101.83268467,8.03728277,4.77,6.73,-23.34,-11.84,1.396
32537,101.83919491,-37.92967246,5.27,9.85,-9.92,-10.57,-0.078
32558,101.90509833,-8.99850109,5.08,2.49,-4.21,-0.61,1.795
32562,101.91491974,48.78946087,5.22,7.69,-5.25,6.40,1.131
32578,101.96523679,2.41218914,4.48,8.74,-12.97,-12.36,1.099
32607,102.04807134,-61.94197988,3.24,32.96,-68.39,242.03,0.225
32609,102.05096806,55.70444959,5.54,21.26,57.71,-104.75,
32617,102.07953302,-1.31883901,5.75,24.95,-37.74,-34.33,0.292
32677,102.24057628,-15.14471091,5.39,5.37,-0.56,-6.04,-0.096
32698,102.31839228,-2.27202783,5.75,5.84,-8.82,-4.33,-0.098
32740,102.42224358,32.60687904,5.72,10.63,-39.68,-50.71,1.298
32753,102.45768904,16.20291318,5.87,3.52,-14.94,-10.44,-0.136
32759,102.46027285,-32.50848752,3.50,4.13,-9.18,4.04,-0.116
32761,102.46381712,-53.62249221,4.41,5.90,-2.27,17.57,0.899
32765,102.47757095,-46.61547007,5.14,39.66,-0.56,374.38,0.460
32768,102.48390349,-50.61439973,2.94,17.85,34.23,-65.85,1.207
32809,102.59072133,-17.08455798,5.77,2.10,-6.80,1.27,1.435
32810,102.59729100,-31.70609416,5.74,4.54,-1.70,15.12,0.094
32814,102.60624923,13.41319516,5.68,2.17,-1.86,-7.55,1.329
32844,102.69151315,41.78156548,4.99,8.95,-23.94,-138.02,1.256
32851,102.70757903,-0.54042726,5.78,33.45,22.12,-187.07,0.396
32855,102.71812209,-34.36732059,4.99,3.60,4.52,0.85,1.379
32864,102.73786720,67.57192306,5.14,3.76,0.93,4.58,-0.152
32912,102.86241294,-70.96347336,5.41,5.84,4.02,25.56,-0.110
32921,102.88770733,21.76123162,5.28,6.16,-6.11,-34.48,-0.020
32938,102.92687429,-36.23012600,5.94,18.14,-40.47,-59.14,0.183
32968,103.00004886,23.60174256,5.68,6.36,-39.29,-10.11,1.467
33018,103.19725030,33.96136985,3.60,16.59,-2.66,-47.67,0.102
33024,103.20619730,8.38044841,5.75,15.98,-32.90,-30.86,0.270
33048,103.27109036,59.44865494,5.34,7.40,-10.84,-45.93,0.675
33077,103.32851233,-19.03277877,5.65,9.90,-48.87,6.49,0.279
33092,103.38712732,-20.22426366,4.82,2.02,-5.14,4.07,-0.212
33104,103.42600463,68.88829173,5.11,3.26,4.53,7.30,-0.114
33152,103.53314518,-24.18422296,3.89,1.65,-3.46,5.02,1.740
33160,103.54783633,-12.03859273,4.08,12.94,-139.04,-14.47,1.418
33184,103.60273751,-1.12696090,5.44,6.73,14.01,-14.27,0.167
33202,103.66080771,13.17801628,4.73,35.79,70.19,-77.79,0.321
33248,103.76140934,-20.40485094,5.80,5.39,0.38,-10.35,0.048
33277,103.82787799,25.37563643,5.74,57.89,-35.75,25.14,0.573
33302,103.90582904,-20.13659348,4.66,34.21,51.35,39.75,0.374
33316,103.94554133,-22.94144950,5.29,1.51,-3.24,4.18,-0.163
33345,104.02769490,-14.04344644,5.00,3.59,-1.70,6.89,1.182
33347,104.03427636,-17.05424675,4.36,1.06,-2.46,1.91,-0.063
33357,104.06662140,-48.72116448,4.94,3.07,1.57,8.40,1.668
33372,104.10767805,9.95659959,5.90,5.81,-16.05,-8.98,-0.085
33377,104.13358487,46.27398621,5.85,3.95,-3.59,4.98,-0.079
33384,104.14366809,-79.42018913,5.45,9.17,-1.54,-1.61,0.041
33415,104.23387146,46.70553754,5.88,9.76,-92.66,-76.25,1.093
33421,104.25223594,33.68103629,5.91,8.47,-24.49,0.99,0.878
33449,104.31916052,58.42305973,4.35,19.14,6.58,-123.53,0.850
33478,104.39153761,-24.63105594,5.45,25.94,-96.27,88.42,0.390
33485,104.40468738,45.09410202,4.90,14.49,-21.67,-3.18,0.027
33558,104.60460729,-34.11172588,5.07,4.29,-16.54,7.15,-0.154
33575,104.64959747,-25.41416976,5.59,3.13,-6.65,5.27,-0.162
33579,104.65644451,-28.97208931,1.50,7.57,2.63,2.29,-0.211
33603,104.73761182,3.60236429,5.96,3.52,-3.59,-3.65,1.056
33682,104.96074141,-67.91701197,5.18,11.26,-27.00,234.21,1.396
33694,105.01603320,76.97744152,4.55,17.43,73.18,-13.88,1.365
33715,105.06593512,16.07900547,5.73,0.56,-0.44,-3.02,1.641
33729,105.09900277,-8.40682482,5.95,2.97,-7.18,1.69,-0.075
33779,105.21460498,-51.40263360,5.14,5.28,-21.64,20.12,1.652
33804,105.27478853,-25.21564581,5.64,3.17,-4.58,4.65,-0.165
33827,105.33914914,70.80833421,5.69,7.14,12.75,-15.80,1.337
33856,105.42979876,-27.93484165,3.49,2.68,-6.01,4.64,1.729
33878,105.48497076,-5.72208135,5.22,4.78,-14.49,6.58,1.687
33914,105.57287660,15.33606893,5.78,5.06,4.79,-25.03,1.140
33927,105.60326930,24.21544652,5.20,1.97,-6.46,-0.40,0.953
33929,105.60634028,17.75545510,5.96,2.41,21.03,27.15,1.518
33937,105.63872677,16.67446500,5.86,1.70,-11.92,-7.32,1.659
33971,105.72824798,-4.23923814,4.99,2.92,-4.73,2.81,-0.195
33977,105.75613986,-23.83330131,3.02,1.27,-1.56,4.28,-0.077
34000,105.81295570,-59.17813539,5.50,6.77,-9.98,10.93,-0.125
34002,105.82470567,9.13834729,5.96,12.59,-23.58,3.06,0.126
34017,105.87647681,29.33909345,5.93,52.37,155.73,-828.01,0.595
34033,105.90863811,10.95184577,5.14,4.39,-2.03,-11.98,1.391
34045,105.93955493,-15.63325876,4.11,8.11,-0.81,-11.20,-0.112
34059,105.97356647,-49.58425759,4.92,16.98,-53.69,139.00,0.140
34065,105.98916816,-43.60898397,5.56,61.54,-102.70,388.95,0.624
34081,106.01169961,-42.33745341,5.20,10.34,-18.14,71.48,0.198
34086,106.02187558,-5.32397100,5.63,2.50,-3.57,-3.20,1.290
34088,106.02723079,20.57029939,4.01,2.79,-5.72,-0.96,0.899
34105,106.07632905,-56.74973130,5.14,11.55,10.99,2.85,-0.032
34215,106.41250410,9.18583678,5.78,5.80,41.94,-14.99,1.513
34267,106.54845981,34.47408682,5.55,10.68,-55.00,-49.06,0.909
34301,106.66986950,-11.29401875,5.41,1.15,-3.27,1.96,0.033
34339,106.77952459,-40.89329560,5.80,3.87,-10.62,11.30,-0.158
34349,106.80542082,-51.96838790,5.96,5.78,-11.91,42.99,0.996
34358,106.84338053,34.00936165,5.94,4.79,-18.27,-30.43,1.507
34360,106.84412120,-23.84073435,5.75,1.10,-2.55,5.11,-0.117
34387,106.95618723,7.47129491,5.74,5.74,6.69,-33.29,1.176
34440,107.09184320,15.93092642,5.47,10.68,-5.02,-103.52,1.020
34444,107.09785853,-26.39320776,1.83,1.82,-2.75,3.33,0.671
34473,107.17642280,-70.49734046,5.68,22.16,17.17,104.08,0.436
34481,107.18676883,-70.49919435,3.78,23.02,23.71,108.06,1.006
34495,107.21281817,-39.65567374,4.83,4.34,-10.97,7.01,-0.179
34579,107.42928078,-25.23104384,5.69,1.78,-4.94,3.95,-0.158
34622,107.55700787,-4.23763568,4.91,15.45,0.00,217.85,1.020
34624,107.58052770,-27.49152460,5.46,5.07,-9.40,1.87,0.998
34670,107.69791141,-48.93257706,5.12,10.43,-17.24,196.97,1.251
34693,107.78496505,30.24528065,4.41,10.81,-31.00,-48.40,1.261
34722,107.84616679,26.85666896,5.75,8.36,-20.57,-33.50,0.130
34724,107.84846508,-0.30190562,5.44,12.49,-27.37,-9.12,0.310
34752,107.91371845,39.32054373,4.91,7.02,44.17,2.09,1.451
34758,107.92337859,-20.88311563,5.84,6.67,-9.30,21.62,-0.038
34769,107.96608486,-0.49278056,4.15,8.70,-0.22,6.68,-0.005
34798,108.05090950,-25.94260947,5.91,4.54,-5.28,8.62,-0.170
34802,108.06592133,-40.49877843,5.30,7.51,-18.85,-12.36,0.072
34817,108.10762542,-36.54439953,5.94,3.61,-9.76,7.48,-0.145
34819,108.10994955,24.12870291,5.85,9.34,-15.74,-44.94,0.397
34834,108.14058722,-46.75956448,4.49,47.22,-135.60,106.79,0.324
34888,108.27998092,-11.25136060,5.77,4.93,-2.75,8.04,1.508
34899,108.30571289,-45.18252474,4.87,17.97,-24.84,-88.24,-0.003
34909,108.34277923,16.15906775,5.07,4.66,14.66,-41.80,1.653
34912,108.34747243,51.42871249,5.46,4.22,8.19,13.44,1.640
34914,108.35003994,-22.67414589,5.99,4.18,24.69,-39.10,1.481
34922,108.38429537,-44.64052957,4.42,16.46,107.12,325.32,1.331
34975,108.54529505,-3.90175914,5.80,5.32,-34.21,-8.09,1.585
34981,108.56340179,-26.35251617,4.42,2.07,-6.58,3.89,-0.170
34982,108.56467751,-9.94753938,5.90,1.39,-4.69,2.80,1.528
34987,108.58360689,3.11142128,5.36,4.35,-5.21,-3.01,1.193
35005,108.63604311,12.11586588,5.71,9.85,-50.09,-17.02,1.007
35020,108.65893526,-48.27192832,4.75,9.20,-4.18,0.63,-0.091
35025,108.67476926,24.88520186,5.84,9.68,54.80,-89.50,1.554
35029,108.69177379,-46.84967225,5.72,7.67,-10.15,0.10,-0.109
35037,108.70275679,-26.77268601,4.01,3.53,-11.50,7.67,-0.150
35044,108.71328410,-27.03792355,5.58,11.96,-40.79,-29.65,1.220
35054,108.73812657,-41.42641755,5.95,5.91,3.39,9.56,-0.146
35083,108.83783435,-30.68647453,5.36,5.05,-13.01,11.43,-0.155
35084,108.83861519,-52.49951781,5.96,8.39,-42.22,120.13,1.099
35120,108.91423401,7.97773709,5.78,5.40,23.64,2.20,1.537
35127,108.93009963,-10.58360286,5.95,8.12,29.20,-1.01,1.173
35136,108.95880519,47.24041621,5.54,59.31,29.44,-186.12,0.576
35146,108.97924939,59.63809569,5.20,16.88,-101.07,-258.69,1.081
35152,108.98823076,27.89742666,5.75,3.02,-14.07,-3.24,1.605
35180,109.06075146,-15.58565483,5.46,11.79,-44.29,-14.07,0.079
35181,109.06446675,-46.77461104,5.64,4.71,1.64,32.07,1.441
35202,109.13273708,-38.31894033,5.81,4.80,-7.91,4.93,-0.133
35205,109.14583928,-27.88127313,4.66,7.20,-12.48,38.83,1.589
35210,109.15348700,-23.31560155,4.83,0.52,-4.91,3.01,1.601
35226,109.20589876,-36.59264813,5.03,3.40,-10.39,6.21,-0.161
35228,109.20762844,-67.95717248,3.97,4.94,-4.11,8.50,0.760
35264,109.28568399,-37.09748689,2.71,2.98,-10.57,7.00,1.616
35304,109.39050118,52.13111463,5.93,5.35,-0.63,-17.80,1.259
35341,109.50927066,40.88336298,5.87,12.18,-15.04,12.15,0.181
35347,109.51773775,-43.98677255,5.86,5.25,-9.82,-5.56,-0.117
35350,109.52336162,16.54047526,3.58,34.59,-46.09,-37.90,0.106
35363,109.57667037,-36.73396660,4.65,3.85,-11.29,1.85,-0.099
35384,109.63324602,49.46474619,5.00,10.97,-1.36,3.91,0.087
35393,109.63966607,-39.21030701,5.24,6.95,-9.95,9.01,0.026
35406,109.65913632,-36.74274935,5.11,3.90,-10.15,5.90,-0.170
35412,109.66825335,-24.55870761,4.88,1.09,-2.84,2.68,-0.160
35415,109.67703283,-24.95438447,4.37,1.02,-1.82,3.74,-0.132
35427,109.71366298,-26.58587077,5.29,2.41,-7.77,6.70,0.956
35476,109.84321714,2.74071985,5.90,6.27,-2.18,-10.75,1.069
35487,109.86700585,-16.39491266,5.70,22.71,165.37,-136.41,0.346
35509,109.94837319,7.14309133,5.91,16.86,61.20,-59.18,0.537
35550,110.03078890,21.98233941,3.50,55.45,-18.72,-7.76,0.374
35564,110.08940661,-52.31188250,5.50,28.75,-35.17,147.45,0.483
35589,110.16172862,-52.08592527,5.38,6.61,-8.17,0.46,-0.069
35615,110.24288294,-14.36048847,5.59,5.86,-10.50,-0.35,0.971
35626,110.26808505,-25.89167605,5.87,4.51,-11.92,13.44,1.604
35643,110.32308085,45.22817039,5.74,28.99,-49.53,12.12,0.342
35699,110.48708081,20.44371648,5.09,7.61,-62.05,-23.95,1.528
35710,110.51120175,36.76063782,5.12,13.90,-98.60,-22.08,1.082
35712,110.51448965,0.17712559,5.99,0.61,1.92,-2.01,-0.069
35727,110.55637515,-19.01658444,4.94,6.31,-1.66,-6.43,-0.039
35749,110.60582057,-5.98280807,5.83,3.59,-12.53,-8.44,0.352
35785,110.71692703,55.28146955,5.80,6.96,-11.23,-32.04,-0.078
35795,110.75292901,-31.92379021,5.40,2.28,-8.54,3.73,-0.161
35846,110.86897550,25.05060041,5.04,21.17,-66.59,-28.44,0.902
