ra,dec,z,cap
341.7622,-30.0877,0.12830,SGP
341.6833,-29.2298,0.12410,SGP
341.5879,-29.0719,0.12530,SGP
341.5406,-29.7568,0.16880,SGP
341.5155,-29.5882,0.19970,SGP
341.5279,-29.9219,0.11450,SGP
341.3421,-29.1428,0.12160,SGP
341.0207,-29.3109,0.09240,SGP
340.9659,-30.4107,0.11860,SGP
340.8933,-29.1087,0.08560,SGP
340.6230,-30.7980,0.02840,SGP
340.1850,-29.3472,0.11600,SGP
339.8580,-30.0038,0.08640,SGP
339.8783,-30.4187,0.11590,SGP
339.7819,-30.2855,0.16800,SGP
339.7607,-29.9824,0.15490,SGP
338.9480,-29.9021,0.11720,SGP
338.7151,-29.6946,0.08450,SGP
337.8450,-30.8035,0.05560,SGP
337.8143,-30.5073,0.11630,SGP
337.7075,-30.2476,0.14090,SGP
337.6711,-30.4360,0.05490,SGP
337.6730,-29.1291,0.10440,SGP
337.4658,-30.6334,0.15810,SGP
337.4349,-30.8150,0.05970,SGP
337.4480,-29.1017,0.11150,SGP
337.2395,-29.1836,0.10460,SGP
337.1711,-30.1486,0.08820,SGP
342.7835,-31.1083,0.09050,SGP
342.7056,-31.1808,0.10880,SGP
342.6334,-30.9270,0.09010,SGP
342.6062,-31.1485,0.11190,SGP
342.5247,-31.1411,0.09820,SGP
342.4727,-31.1931,0.11540,SGP
342.4026,-31.0244,0.05850,SGP
341.9421,-31.2708,0.11140,SGP
341.9636,-31.7481,0.17070,SGP
341.4733,-31.4452,0.02740,SGP
341.4218,-31.1332,0.07930,SGP
341.4238,-31.8979,0.17680,SGP
341.3399,-31.1792,0.17630,SGP
341.3350,-31.5452,0.12680,SGP
341.2581,-31.2990,0.11930,SGP
341.1594,-32.0698,0.02860,SGP
341.1217,-31.9234,0.15130,SGP
340.7797,-31.3597,0.12440,SGP
340.7846,-31.7742,0.07890,SGP
340.6915,-31.8499,0.07970,SGP
340.6438,-31.6573,0.12560,SGP
340.3964,-32.0621,0.09870,SGP
340.3051,-31.6200,0.15620,SGP
340.2163,-32.0371,0.17700,SGP
340.2203,-32.1620,0.07900,SGP
340.1552,-31.8634,0.17110,SGP
340.1128,-31.3448,0.10860,SGP
339.9749,-30.9376,0.08660,SGP
339.6465,-30.9154,0.04930,SGP
339.3839,-32.0686,0.19780,SGP
338.2984,-31.7678,0.15730,SGP
338.2563,-31.7637,0.11940,SGP
338.1861,-32.2021,0.07630,SGP
338.0403,-31.1943,0.05480,SGP
337.8093,-31.3597,0.05940,SGP
337.5976,-31.9994,0.03920,SGP
337.5224,-30.8932,0.05910,SGP
337.0878,-31.3071,0.05870,SGP
348.5426,-27.5632,0.16060,SGP
348.4049,-28.9071,0.08790,SGP
348.2774,-28.3874,0.18680,SGP
347.9885,-27.5736,0.08600,SGP
348.0001,-28.6857,0.13900,SGP
347.7746,-28.8312,0.10570,SGP
347.7366,-28.5253,0.08980,SGP
347.6940,-28.5305,0.08770,SGP
347.6608,-28.6246,0.08740,SGP
347.6405,-28.4138,0.19020,SGP
347.5392,-28.5193,0.10550,SGP
347.4022,-28.9609,0.08780,SGP
347.3260,-28.3272,0.18450,SGP
347.0024,-28.2794,0.08810,SGP
346.6883,-28.6817,0.07810,SGP
346.5724,-28.0042,0.10760,SGP
346.5442,-28.3553,0.11390,SGP
346.3196,-28.3012,0.04850,SGP
346.2753,-27.9719,0.18010,SGP
346.2917,-28.6731,0.03160,SGP
346.2932,-28.7119,0.08430,SGP
346.2525,-28.0611,0.14650,SGP
346.0165,-28.3405,0.04920,SGP
345.9559,-27.6053,0.08290,SGP
345.7849,-28.6238,0.09190,SGP
345.7694,-28.6586,0.09250,SGP
345.5724,-27.6759,0.15090,SGP
345.4894,-27.3502,0.15130,SGP
345.1946,-28.3881,0.04820,SGP
344.9728,-28.2643,0.15100,SGP
344.8773,-28.2817,0.08890,SGP
344.8564,-28.2180,0.08950,SGP
344.8622,-28.2591,0.09130,SGP
344.6085,-27.9488,0.17320,SGP
344.4564,-28.7534,0.19400,SGP
344.3870,-28.1647,0.14730,SGP
344.1149,-27.5916,0.09000,SGP
343.9515,-27.6537,0.07850,SGP
343.8347,-27.6304,0.07800,SGP
343.8173,-28.8839,0.18480,SGP
343.5433,-27.9017,0.12590,SGP
343.4745,-27.8232,0.08860,SGP
343.4093,-28.6173,0.07500,SGP
342.9313,-27.8175,0.07910,SGP
342.8735,-27.8887,0.02810,SGP
348.5286,-29.5919,0.07300,SGP
348.4962,-29.2510,0.01250,SGP
348.4665,-30.3212,0.12140,SGP
348.3920,-29.4499,0.18950,SGP
348.3752,-30.3074,0.10630,SGP
348.2040,-29.3195,0.09040,SGP
348.2232,-29.9253,0.19020,SGP
348.1188,-29.6695,0.11550,SGP
348.0392,-29.7368,0.11600,SGP
348.0119,-28.9755,0.11570,SGP
347.9996,-29.0483,0.11650,SGP
348.0097,-29.8950,0.11110,SGP
347.9623,-29.1602,0.13240,SGP
347.9822,-29.8216,0.08880,SGP
347.9311,-28.9758,0.10480,SGP
347.8962,-29.0871,0.08670,SGP
347.9118,-29.3762,0.16090,SGP
347.8074,-30.8590,0.10930,SGP
347.7428,-29.2876,0.10590,SGP
347.7237,-30.6983,0.10500,SGP
347.6815,-29.2098,0.18170,SGP
347.6945,-30.4352,0.10460,SGP
347.6055,-29.7311,0.02850,SGP
347.6107,-30.1757,0.10540,SGP
347.4847,-30.8606,0.18890,SGP
347.3845,-30.5247,0.06880,SGP
347.2106,-30.6136,0.11940,SGP
346.9774,-30.4696,0.11300,SGP
346.9803,-30.5359,0.11170,SGP
346.7661,-29.0306,0.09630,SGP
346.6970,-29.1349,0.14250,SGP
346.4052,-30.8023,0.08590,SGP
346.1051,-29.1847,0.10300,SGP
346.0581,-30.6642,0.16030,SGP
345.7674,-30.2186,0.11890,SGP
345.7684,-30.6700,0.11200,SGP
345.7496,-30.1606,0.11740,SGP
345.7282,-30.2105,0.11840,SGP
345.7220,-30.4624,0.12540,SGP
345.4407,-29.0651,0.05050,SGP
345.2775,-30.4331,0.10870,SGP
344.9256,-30.5176,0.07050,SGP
344.8303,-30.6226,0.07000,SGP
344.7791,-30.6691,0.08290,SGP
344.7185,-30.5618,0.08520,SGP
344.6937,-30.7179,0.08430,SGP
344.6476,-30.7333,0.09840,SGP
344.6596,-30.8982,0.10680,SGP
344.5919,-30.8460,0.12620,SGP
344.5581,-30.4242,0.08210,SGP
344.4628,-30.5523,0.08250,SGP
344.3883,-30.6635,0.14770,SGP
344.3350,-30.5033,0.08270,SGP
344.3028,-30.8892,0.18330,SGP
343.5600,-30.4352,0.07910,SGP
343.5361,-29.9623,0.07860,SGP
343.4180,-29.9619,0.07940,SGP
343.3671,-29.4667,0.07930,SGP
343.3480,-29.3836,0.08050,SGP
348.2794,-31.1196,0.10920,SGP
348.2437,-30.9392,0.17050,SGP
347.9474,-31.4718,0.18910,SGP
347.7940,-31.6854,0.06460,SGP
347.5213,-31.6487,0.16980,SGP
347.4828,-31.0697,0.05440,SGP
347.4198,-32.1411,0.10010,SGP
347.0628,-32.0238,0.09320,SGP
347.0277,-31.8068,0.16750,SGP
346.9905,-31.7697,0.18910,SGP
346.8801,-31.2239,0.18810,SGP
346.7597,-30.9571,0.08490,SGP
346.6910,-30.9348,0.06860,SGP
346.6778,-31.1564,0.06920,SGP
346.4134,-31.4361,0.13770,SGP
346.4121,-31.7781,0.08640,SGP
346.4084,-31.9448,0.08740,SGP
346.4281,-32.0760,0.10230,SGP
346.3930,-32.0724,0.10190,SGP
346.3375,-31.4391,0.10350,SGP
346.1653,-31.3648,0.08380,SGP
346.1576,-31.3718,0.08310,SGP
346.0424,-31.5616,0.08480,SGP
346.0107,-31.1918,0.06730,SGP
345.8787,-31.2537,0.07240,SGP
345.7871,-32.1533,0.18800,SGP
345.7189,-31.6303,0.10150,SGP
345.5648,-31.4929,0.05540,SGP
345.5136,-31.5657,0.19820,SGP
345.4609,-31.8634,0.16840,SGP
345.3689,-31.7973,0.17760,SGP
345.1545,-31.7563,0.19620,SGP
345.1087,-31.3314,0.08270,SGP
345.1078,-32.1232,0.16850,SGP
345.0660,-31.7896,0.17670,SGP
345.0160,-31.3123,0.18140,SGP
344.8638,-31.1528,0.19400,SGP
344.7482,-31.5725,0.05670,SGP
344.7171,-31.0546,0.06770,SGP
344.7039,-32.0490,0.08860,SGP
344.2744,-32.1719,0.19550,SGP
343.8866,-31.1486,0.10840,SGP
343.8135,-31.4492,0.10050,SGP
343.8075,-31.0278,0.11320,SGP
343.7599,-31.6695,0.09940,SGP
343.7236,-31.6373,0.09760,SGP
343.6835,-31.7400,0.09860,SGP
343.3516,-32.0325,0.06830,SGP
343.1704,-31.0862,0.06770,SGP
343.0679,-32.0335,0.17390,SGP
343.0380,-31.1548,0.09210,SGP
342.9827,-31.6968,0.09190,SGP
342.9733,-32.1317,0.09880,SGP
342.9471,-31.6078,0.05320,SGP
354.1751,-27.7189,0.10320,SGP
354.0156,-28.8960,0.13450,SGP
353.8815,-27.9254,0.19830,SGP
353.8194,-27.6319,0.10170,SGP
353.7772,-27.2466,0.05130,SGP
353.5870,-28.5420,0.10510,SGP
353.5109,-27.6086,0.15210,SGP
353.3990,-28.9484,0.05160,SGP
353.1410,-28.3061,0.15080,SGP
352.9828,-27.5099,0.15660,SGP
352.9526,-28.6168,0.06500,SGP
352.7699,-27.8414,0.13180,SGP
352.4989,-28.7073,0.10560,SGP
352.4365,-27.6691,0.11020,SGP
352.3782,-28.3164,0.07380,SGP
352.2675,-28.3015,0.15200,SGP
352.2182,-28.1525,0.02640,SGP
352.1807,-27.5039,0.13570,SGP
351.4403,-28.3652,0.15260,SGP
351.3026,-28.3912,0.19230,SGP
351.1480,-28.8181,0.10320,SGP
350.9643,-28.3732,0.13250,SGP
350.9499,-27.8449,0.18610,SGP
350.6340,-28.6134,0.13950,SGP
350.2587,-28.8904,0.07200,SGP
350.1949,-27.4600,0.15400,SGP
350.1700,-27.5249,0.13920,SGP
349.9722,-28.4158,0.07350,SGP
349.9040,-27.6676,0.08840,SGP
349.8250,-27.4111,0.17020,SGP
349.7934,-27.3060,0.08460,SGP
349.6577,-28.6060,0.07340,SGP
349.6259,-28.5121,0.02300,SGP
349.3700,-27.6065,0.08400,SGP
349.3128,-28.3010,0.07970,SGP
349.1767,-28.2641,0.11020,SGP
349.0459,-28.4457,0.07130,SGP
348.9995,-28.3033,0.19250,SGP
348.8496,-28.7986,0.15990,SGP
348.8435,-27.9208,0.14610,SGP
348.8318,-27.3272,0.18590,SGP
348.7775,-28.5864,0.12500,SGP
348.7607,-27.4980,0.15870,SGP
348.7290,-28.3977,0.19410,SGP
348.7245,-27.9088,0.07150,SGP
354.0943,-29.9419,0.05070,SGP
353.8241,-29.6432,0.19690,SGP
353.6023,-29.0546,0.18200,SGP
353.6254,-29.9840,0.10400,SGP
353.5046,-29.8703,0.05210,SGP
353.4982,-29.8841,0.18790,SGP
353.4117,-30.4481,0.10590,SGP
353.3453,-30.7542,0.19850,SGP
353.1729,-30.7640,0.14410,SGP
353.0457,-30.1187,0.10990,SGP
352.8494,-30.0457,0.12600,SGP
352.8117,-29.2739,0.10850,SGP
352.7336,-29.3203,0.19870,SGP
352.6013,-29.0787,0.10490,SGP
352.5969,-29.2812,0.15930,SGP
352.4020,-30.2190,0.10810,SGP
352.3762,-30.7453,0.14450,SGP
352.3068,-29.0009,0.07010,SGP
352.1830,-30.8429,0.13740,SGP
351.9646,-29.8002,0.05120,SGP
351.9095,-29.0276,0.11200,SGP
351.9179,-29.0906,0.06090,SGP
351.7173,-29.6834,0.11130,SGP
351.5903,-30.5522,0.06320,SGP
351.4687,-29.6875,0.10580,SGP
351.4467,-29.4691,0.04980,SGP
351.3437,-29.5835,0.07500,SGP
351.3379,-29.3153,0.02280,SGP
351.3153,-29.7558,0.06100,SGP
351.3279,-30.4633,0.07620,SGP
351.3041,-29.0772,0.02270,SGP
351.1918,-30.0698,0.05040,SGP
351.1258,-29.9610,0.16030,SGP
351.1198,-29.9086,0.15750,SGP
350.9243,-29.9814,0.05090,SGP
350.9113,-29.0178,0.18450,SGP
350.8905,-30.6328,0.19120,SGP
350.8681,-30.8371,0.17470,SGP
350.8541,-29.6565,0.15930,SGP
350.7599,-30.2042,0.10770,SGP
350.6530,-29.0763,0.09880,SGP
350.5852,-30.1424,0.13420,SGP
350.4051,-30.2502,0.05350,SGP
350.3209,-29.4377,0.15790,SGP
349.9505,-30.4025,0.03760,SGP
349.9458,-29.3449,0.08520,SGP
349.8845,-30.8174,0.07720,SGP
349.6943,-29.5088,0.17090,SGP
349.5540,-30.6786,0.12170,SGP
349.5302,-30.5113,0.05420,SGP
349.5222,-30.6826,0.12020,SGP
349.4223,-30.6700,0.04180,SGP
349.4070,-29.7980,0.08270,SGP
349.1978,-30.7146,0.11460,SGP
349.1943,-30.2854,0.12860,SGP
349.1246,-29.4438,0.13320,SGP
349.0560,-29.3471,0.19570,SGP
349.0364,-29.5075,0.19300,SGP
348.8218,-29.0395,0.19180,SGP
348.6134,-29.6259,0.11600,SGP
354.0664,-31.5931,0.06290,SGP
353.6396,-31.6631,0.06300,SGP
353.5639,-31.0227,0.05440,SGP
353.1146,-31.7193,0.05230,SGP
353.1094,-31.9738,0.12440,SGP
352.7879,-32.0799,0.11160,SGP
352.7133,-31.6056,0.14410,SGP
352.2979,-31.2393,0.03530,SGP
352.1299,-31.5096,0.19240,SGP
352.0917,-30.9440,0.10710,SGP
351.9002,-31.9300,0.09860,SGP
351.7769,-31.9627,0.05230,SGP
351.4651,-30.8975,0.12280,SGP
351.4376,-31.4015,0.15490,SGP
351.4085,-31.3520,0.15550,SGP
351.3463,-30.9895,0.07720,SGP
351.3366,-31.1090,0.09330,SGP
350.9692,-31.9294,0.16300,SGP
350.6987,-31.4384,0.07780,SGP
350.5304,-31.0711,0.07780,SGP
350.4920,-31.8691,0.16380,SGP
350.4962,-31.2653,0.13970,SGP
349.8465,-31.0873,0.06660,SGP
349.5968,-31.5167,0.13990,SGP
349.4565,-30.9919,0.13290,SGP
349.3318,-31.3388,0.11800,SGP
349.3334,-31.6025,0.14560,SGP
349.3046,-31.8536,0.08930,SGP
349.0425,-31.1246,0.19070,SGP
348.5522,-32.1292,0.14510,SGP
357.6467,-29.3003,0.06170,SGP
357.6108,-29.1046,0.04860,SGP
357.6029,-27.9405,0.02910,SGP
357.6031,-31.8641,0.05880,SGP
357.5880,-28.4883,0.05870,SGP
357.5521,-31.0152,0.05460,SGP
357.5345,-30.0523,0.18080,SGP
357.5182,-31.0447,0.04450,SGP
357.4904,-28.1197,0.09950,SGP
357.4114,-28.6118,0.19650,SGP
357.3660,-30.5463,0.14470,SGP
357.2878,-27.4224,0.11050,SGP
357.2725,-28.8075,0.17660,SGP
357.2711,-27.7465,0.02660,SGP
357.1718,-31.4648,0.15910,SGP
357.1180,-30.7762,0.01020,SGP
357.0536,-30.1299,0.05680,SGP
357.0470,-30.4384,0.18290,SGP
357.0299,-27.7131,0.13290,SGP
356.9775,-27.6948,0.05030,SGP
356.9478,-28.2456,0.11920,SGP
356.9255,-31.8971,0.05880,SGP
356.9255,-28.4828,0.05040,SGP
356.8982,-30.8592,0.15660,SGP
356.8902,-29.3268,0.07890,SGP
356.8579,-29.8907,0.17980,SGP
356.8510,-28.8080,0.06420,SGP
356.8467,-28.1192,0.03280,SGP
356.7523,-31.3459,0.04940,SGP
356.7282,-28.4978,0.14810,SGP
356.7078,-28.1691,0.03180,SGP
356.6921,-29.2027,0.15000,SGP
356.6544,-29.0564,0.03650,SGP
356.6195,-31.1818,0.14030,SGP
356.5932,-31.9143,0.08640,SGP
356.5909,-28.3252,0.17820,SGP
356.5542,-29.0922,0.15690,SGP
356.5375,-30.8072,0.14380,SGP
356.5546,-28.0429,0.11800,SGP
356.4822,-28.0204,0.11750,SGP
356.4422,-30.9174,0.11670,SGP
356.3067,-31.2223,0.11510,SGP
356.1995,-29.2896,0.15300,SGP
356.0754,-27.6554,0.05360,SGP
355.9691,-28.7098,0.09510,SGP
355.9248,-30.0443,0.18110,SGP
355.8945,-31.2722,0.08760,SGP
355.8887,-29.6580,0.13540,SGP
355.8955,-27.9958,0.11390,SGP
355.6566,-31.6894,0.10690,SGP
355.7160,-27.8558,0.08530,SGP
355.6892,-29.4281,0.11970,SGP
355.6128,-31.9466,0.18810,SGP
355.6119,-30.3547,0.06130,SGP
355.5202,-30.3095,0.06300,SGP
355.5334,-29.2086,0.11990,SGP
355.5087,-29.2722,0.11880,SGP
355.5336,-27.5042,0.12730,SGP
355.4551,-29.3025,0.04870,SGP
355.3827,-31.2387,0.19790,SGP
355.3588,-31.0562,0.05850,SGP
355.3921,-29.0621,0.04820,SGP
355.3585,-30.1437,0.07850,SGP
355.3408,-29.3328,0.05540,SGP
355.2972,-30.3603,0.08000,SGP
355.3209,-29.0413,0.12080,SGP
355.2946,-30.2036,0.05050,SGP
355.3325,-27.5636,0.10220,SGP
355.2739,-29.5011,0.05070,SGP
355.2043,-30.1661,0.05100,SGP
355.1027,-29.0520,0.12020,SGP
355.0616,-28.6636,0.19550,SGP
355.0380,-27.5299,0.10140,SGP
354.8625,-29.0795,0.05080,SGP
354.7523,-31.8458,0.05200,SGP
354.8470,-28.0919,0.02730,SGP
354.7968,-29.8614,0.05200,SGP
354.7520,-29.0498,0.13250,SGP
354.6752,-29.8930,0.08780,SGP
354.5967,-32.1313,0.10950,SGP
354.6412,-29.2009,0.05000,SGP
354.5764,-30.9011,0.08470,SGP
354.5621,-30.7309,0.08450,SGP
354.5650,-30.0318,0.12050,SGP
354.5333,-28.2521,0.14070,SGP
354.4249,-30.8880,0.04930,SGP
354.4480,-28.9142,0.07610,SGP
354.4508,-28.7260,0.15300,SGP
354.4067,-30.0966,0.12330,SGP
354.3603,-30.9111,0.10800,SGP
354.3009,-31.5323,0.17540,SGP
354.2966,-30.8897,0.14400,SGP
354.3215,-29.4887,0.10200,SGP
354.3171,-27.4092,0.19830,SGP
2.9943,-25.8427,0.09380,SGP
2.9680,-25.7244,0.15490,SGP
2.9097,-25.6457,0.12110,SGP
2.8869,-25.6366,0.06440,SGP
2.1754,-25.7389,0.06050,SGP
1.7316,-25.3772,0.09880,SGP
1.7130,-25.5853,0.08480,SGP
1.2915,-25.5254,0.05150,SGP
0.9664,-25.3773,0.18290,SGP
0.5746,-25.5411,0.10080,SGP
0.4411,-25.2950,0.08470,SGP
0.0376,-25.8055,0.15940,SGP
0.0132,-25.7761,0.05120,SGP
359.9805,-24.9608,0.09760,SGP
359.7423,-25.4198,0.05080,SGP
359.6380,-25.2756,0.15450,SGP
359.5815,-25.1918,0.12180,SGP
359.4060,-25.6479,0.05890,SGP
359.3262,-25.4214,0.15810,SGP
359.3074,-25.4904,0.07330,SGP
359.0156,-25.6328,0.17060,SGP
358.5909,-25.5973,0.15210,SGP
358.5396,-25.7446,0.15440,SGP
358.5192,-25.4549,0.01040,SGP
358.5066,-25.7780,0.18890,SGP
358.4438,-25.2990,0.16960,SGP
357.9228,-25.0052,0.10330,SGP
3.3131,-26.8056,0.09890,SGP
3.3006,-27.1926,0.12750,SGP
3.0375,-26.1999,0.15550,SGP
3.0344,-26.7052,0.11630,SGP
3.0316,-26.7062,0.11620,SGP
3.0340,-26.8269,0.07690,SGP
2.8925,-27.0951,0.12930,SGP
2.8347,-26.1224,0.08600,SGP
2.8270,-26.6196,0.09270,SGP
2.6381,-26.5509,0.15570,SGP
2.3286,-26.9578,0.06200,SGP
2.3067,-26.7697,0.06400,SGP
1.7203,-26.9685,0.06200,SGP
1.6850,-26.0258,0.07010,SGP
1.6872,-26.6553,0.14310,SGP
1.6470,-26.5287,0.15110,SGP
1.5209,-26.6606,0.13790,SGP
1.2907,-26.3230,0.13850,SGP
1.2827,-25.9162,0.06700,SGP
1.2127,-25.9339,0.06240,SGP
1.2192,-26.5861,0.14030,SGP
1.1982,-27.0415,0.06180,SGP
0.8774,-27.1949,0.06650,SGP
0.8551,-26.8547,0.06490,SGP
0.6614,-27.1789,0.06650,SGP
0.4590,-27.1587,0.06910,SGP
0.1829,-26.7328,0.14150,SGP
0.1534,-27.0948,0.07000,SGP
359.9301,-26.2511,0.08470,SGP
359.8228,-26.8501,0.06380,SGP
359.6618,-26.6040,0.15930,SGP
359.5847,-26.4439,0.09910,SGP
359.4595,-27.0414,0.05900,SGP
359.2513,-27.0439,0.06350,SGP
359.1717,-26.7111,0.08660,SGP
359.1040,-27.1244,0.18430,SGP
359.0646,-26.6039,0.10020,SGP
359.0604,-26.7857,0.04350,SGP
359.0151,-25.9219,0.13540,SGP
358.9459,-26.9834,0.06320,SGP
358.8479,-26.1600,0.06480,SGP
358.7388,-26.5787,0.18310,SGP
358.7335,-26.9769,0.15950,SGP
358.6480,-26.4124,0.15700,SGP
358.5921,-27.2092,0.10250,SGP
358.4568,-26.8394,0.19120,SGP
358.4490,-26.6737,0.08620,SGP
358.2200,-26.5050,0.14000,SGP
358.1681,-27.1921,0.11670,SGP
358.0941,-25.9130,0.14540,SGP
358.0869,-26.0429,0.14090,SGP
357.9170,-26.2776,0.13000,SGP
8.7985,-25.4150,0.11510,SGP
8.7852,-25.3616,0.06300,SGP
8.7148,-25.2189,0.10950,SGP
8.3689,-25.0409,0.10860,SGP
8.3867,-25.3789,0.15320,SGP
8.3715,-25.7481,0.11000,SGP
7.7634,-25.6454,0.11070,SGP
7.6250,-25.2211,0.11900,SGP
7.3737,-25.6137,0.07970,SGP
7.2823,-25.3672,0.04070,SGP
7.0804,-25.4901,0.14290,SGP
6.6617,-25.2911,0.11100,SGP
6.3760,-25.5552,0.10980,SGP
6.3860,-25.5834,0.17780,SGP
5.9223,-25.3134,0.05570,SGP
5.8256,-25.0769,0.11250,SGP
5.7821,-25.1816,0.11280,SGP
5.4193,-25.4292,0.06310,SGP
5.2000,-25.3569,0.13210,SGP
5.1793,-25.4397,0.14050,SGP
5.0676,-25.7939,0.14210,SGP
5.0499,-25.7885,0.14490,SGP
5.0341,-25.3478,0.11810,SGP
4.6002,-25.5809,0.13640,SGP
4.5777,-25.6564,0.14280,SGP
4.4602,-25.8187,0.14180,SGP
4.4581,-24.9949,0.03490,SGP
4.2010,-25.1597,0.08660,SGP
3.8655,-25.2922,0.08300,SGP
8.7570,-26.4531,0.06340,SGP
8.7083,-26.7413,0.11350,SGP
8.6067,-26.7333,0.06630,SGP
8.5362,-26.6822,0.06160,SGP
8.4257,-26.8219,0.07220,SGP
8.3650,-26.1661,0.12490,SGP
8.2588,-26.2909,0.06490,SGP
7.9854,-26.5626,0.06220,SGP
7.8848,-26.2377,0.09400,SGP
7.9023,-26.5013,0.06110,SGP
7.8916,-27.0217,0.13830,SGP
7.5906,-27.0064,0.09200,SGP
7.4982,-26.0109,0.11080,SGP
7.4728,-26.8405,0.07250,SGP
7.4094,-26.9114,0.10980,SGP
7.3539,-27.1238,0.06250,SGP
7.0834,-26.4889,0.10900,SGP
7.0294,-27.0579,0.09360,SGP
6.9820,-26.6201,0.13510,SGP
6.6022,-26.5968,0.11040,SGP
6.4813,-26.5984,0.11080,SGP
6.2368,-26.5486,0.19770,SGP
6.1858,-25.9995,0.11130,SGP
5.9364,-26.7455,0.14280,SGP
5.7606,-27.0366,0.03530,SGP
5.0135,-26.3030,0.05720,SGP
4.8006,-25.8711,0.12100,SGP
4.6067,-25.9001,0.06930,SGP
4.6012,-26.1344,0.12130,SGP
4.6008,-26.4197,0.11640,SGP
4.5321,-26.6892,0.09030,SGP
4.4228,-26.1882,0.14610,SGP
4.4005,-26.4583,0.12110,SGP
4.3578,-26.9595,0.05670,SGP
4.3606,-26.3149,0.11780,SGP
4.1595,-26.7632,0.13260,SGP
4.1035,-26.3441,0.08800,SGP
4.0876,-26.7315,0.12510,SGP
3.9946,-27.0624,0.08850,SGP
3.8331,-26.3561,0.12990,SGP
3.8103,-26.8288,0.12620,SGP
3.8112,-26.1318,0.13050,SGP
3.5370,-26.1477,0.15330,SGP
3.5389,-26.3644,0.05710,SGP
13.9962,-25.1884,0.11230,SGP
13.9760,-25.4066,0.04370,SGP
13.7786,-25.4831,0.16900,SGP
13.2010,-25.6652,0.03080,SGP
10.9106,-25.3639,0.10530,SGP
10.6432,-25.4311,0.06410,SGP
10.6206,-25.5234,0.12750,SGP
10.0879,-25.4832,0.08750,SGP
10.0784,-25.6256,0.05690,SGP
9.2150,-25.4473,0.06090,SGP
8.9497,-25.3553,0.00520,SGP
8.8758,-25.4642,0.11140,SGP
14.3032,-25.8074,0.06540,SGP
14.2175,-25.7768,0.11590,SGP
14.1444,-25.7672,0.18300,SGP
13.9330,-26.3419,0.11170,SGP
13.8610,-26.1586,0.17160,SGP
13.8202,-26.4157,0.14080,SGP
13.8065,-26.3214,0.05910,SGP
13.7988,-26.6028,0.11630,SGP
13.6805,-26.3203,0.11340,SGP
13.4965,-27.1435,0.09740,SGP
13.4422,-26.1824,0.19530,SGP
13.4471,-26.1915,0.10060,SGP
13.3985,-26.1504,0.09810,SGP
13.2776,-26.0449,0.10080,SGP
13.2394,-26.2919,0.10790,SGP
13.1065,-27.0797,0.04640,SGP
13.0528,-25.9274,0.11100,SGP
12.9688,-25.8111,0.12500,SGP
12.8755,-26.7338,0.11360,SGP
12.5910,-26.8029,0.05070,SGP
12.3234,-26.4762,0.07340,SGP
12.1667,-26.4204,0.01780,SGP
11.6160,-26.1328,0.07290,SGP
11.5665,-27.1041,0.08580,SGP
11.3289,-25.8184,0.19900,SGP
11.2709,-27.2231,0.12110,SGP
11.1898,-26.2000,0.10940,SGP
11.1912,-26.5028,0.18770,SGP
11.0952,-26.1516,0.11870,SGP
11.0790,-26.6236,0.12260,SGP
10.9570,-26.0152,0.05460,SGP
10.9451,-26.8158,0.11570,SGP
10.9072,-26.1739,0.11170,SGP
10.8681,-27.0212,0.05700,SGP
10.7663,-26.0802,0.10140,SGP
10.7071,-26.0123,0.11460,SGP
10.7020,-26.0613,0.11540,SGP
10.5784,-26.1838,0.07360,SGP
10.5025,-26.1270,0.10110,SGP
10.4589,-25.6655,0.08680,SGP
10.4372,-26.5748,0.09070,SGP
10.2385,-26.3515,0.10370,SGP
10.1657,-26.8730,0.11160,SGP
10.1377,-26.3804,0.10340,SGP
10.0545,-26.3401,0.06650,SGP
9.9798,-26.1599,0.11400,SGP
9.9608,-26.1416,0.11450,SGP
9.8680,-26.5911,0.10100,SGP
9.7983,-27.1449,0.06610,SGP
9.7246,-27.1423,0.10950,SGP
9.7175,-26.2701,0.06180,SGP
9.6618,-26.3398,0.15950,SGP
9.6455,-26.0271,0.06380,SGP
9.5917,-25.9928,0.11580,SGP
9.5300,-26.0049,0.19750,SGP
9.5162,-26.8474,0.10030,SGP
9.4323,-26.9704,0.19640,SGP
9.3848,-26.2877,0.09610,SGP
9.2363,-26.8665,0.02330,SGP
9.1629,-26.9230,0.06760,SGP
9.0985,-26.1627,0.06290,SGP
9.0247,-26.0623,0.06420,SGP
9.0062,-26.8702,0.06810,SGP
19.5829,-24.9653,0.10630,SGP
18.9076,-25.5917,0.14960,SGP
18.8935,-25.6686,0.15010,SGP
18.6255,-25.8798,0.06650,SGP
18.1451,-25.6645,0.18570,SGP
18.1014,-25.8742,0.06660,SGP
17.9517,-25.3287,0.16630,SGP
17.9126,-25.4831,0.06630,SGP
17.5084,-25.8676,0.11290,SGP
17.2030,-25.6782,0.19850,SGP
17.1768,-25.6037,0.13090,SGP
16.8546,-25.2159,0.05000,SGP
16.5325,-25.0573,0.18150,SGP
16.1359,-25.7451,0.13960,SGP
15.5354,-25.0802,0.11460,SGP
14.9477,-25.7853,0.14060,SGP
14.6347,-25.6517,0.18980,SGP
14.3947,-25.3415,0.11220,SGP
19.7592,-26.8688,0.11320,SGP
