ra,dec,z
153.40198,-0.98040,0.04785
204.28331,0.45216,0.04789
194.17431,1.14260,0.04791
241.23777,0.40256,0.04794
200.14991,1.24813,0.04795
183.86686,1.01724,0.04795
207.45267,1.02361,0.04796
170.89669,-1.22697,0.04798
210.90651,-0.14001,0.04798
205.88392,1.12663,0.04801
162.98346,-0.41750,0.04805
246.24754,0.19341,0.04807
242.67590,1.25791,0.04807
247.61169,0.90572,0.04808
168.45178,-0.70090,0.04808
147.32951,0.02890,0.04809
203.78493,0.55713,0.04810
246.74466,-0.19353,0.04811
151.09574,0.51824,0.04813
213.36973,1.17029,0.04814
143.60570,1.02007,0.04814
190.85677,-0.08997,0.04815
241.34521,-0.03836,0.04817
246.53285,-0.68443,0.04821
191.28753,-0.21299,0.04821
204.67480,0.77457,0.04822
148.20526,1.05618,0.04824
191.23909,-0.04312,0.04824
189.61091,-0.94399,0.04825
137.46836,-0.50464,0.04825
241.96029,1.03830,0.04826
200.94644,0.32770,0.04828
137.68778,-0.10418,0.04829
191.31452,-1.38015,0.04830
226.45043,-0.00906,0.04831
135.80276,-0.75293,0.04831
142.85293,-0.35277,0.04833
214.65453,-0.89037,0.04834
199.98529,1.47375,0.04835
200.15453,1.23945,0.04836
202.04846,0.05326,0.04837
204.31825,0.53920,0.04839
165.71160,-0.88427,0.04840
193.22118,1.29263,0.04841
190.94601,-0.23587,0.04842
172.44167,-0.68878,0.04843
191.30411,-1.33361,0.04845
154.52778,0.09995,0.04847
189.02255,-0.90006,0.04848
148.26568,-0.96024,0.04852
155.61531,-0.92616,0.04853
204.27985,0.37623,0.04858
222.70352,-1.32240,0.04859
148.24551,-0.97315,0.04863
163.47396,-1.14003,0.04864
202.62972,-0.18306,0.04869
171.10893,-0.42708,0.04873
214.12061,-0.74389,0.04874
148.09525,-1.14318,0.04876
199.55595,-0.14820,0.04877
180.14910,1.20630,0.04881
146.51535,0.16678,0.04892
226.09563,-1.20860,0.04894
205.42577,0.63592,0.04895
226.03320,-1.20211,0.04895
163.06210,-0.95552,0.04899
209.94174,1.07581,0.04901
171.45013,0.84795,0.04903
242.30398,-0.50656,0.04909
152.58468,0.95832,0.04910
226.66386,-1.10637,0.04922
235.82885,-1.22944,0.04925
243.07789,-0.98611,0.04925
181.82410,0.88517,0.04926
221.01144,1.24029,0.04929
154.63553,-0.99232,0.04931
244.55908,0.72967,0.04933
228.00932,0.47725,0.04934
242.50654,-0.32273,0.04938
212.50271,-1.06284,0.04939
154.50652,0.14163,0.04941
224.99033,-1.45091,0.04942
244.96460,-0.69636,0.04944
246.44037,-0.62023,0.04954
214.42138,-0.14420,0.04957
153.58321,-0.85845,0.04957
216.88066,-0.59100,0.04957
171.74890,0.75855,0.04961
170.90109,0.32697,0.04972
165.47954,0.19471,0.04974
165.77745,0.19429,0.04978
220.83067,1.17139,0.04978
213.95529,-1.31607,0.04980
226.66289,-1.09166,0.04982
231.81244,0.36360,0.04987
214.02194,-1.26039,0.04987
161.62160,0.33468,0.04987
232.10170,-0.23875,0.04990
232.36697,0.93886,0.04990
159.79762,-0.01589,0.04991
170.37280,-0.58885,0.04992
160.65700,-0.68594,0.05000
232.17940,0.92536,0.05000
216.42009,-0.66061,0.05002
154.26601,-0.63192,0.05003
216.03202,-1.21514,0.05003
159.95013,-1.21035,0.05004
173.43197,1.03546,0.05006
219.94731,1.31319,0.05008
184.09602,1.27663,0.05011
220.13972,0.63703,0.05012
238.95202,0.97468,0.05016
238.77015,0.89519,0.05017
220.15550,1.32204,0.05017
246.39777,-1.02128,0.05021
173.70055,0.77608,0.05023
169.52349,-1.07967,0.05027
162.58944,0.70943,0.05027
247.39118,-0.79241,0.05027
214.51702,0.27383,0.05027
182.67624,-0.15890,0.05031
162.50755,0.96075,0.05033
230.39740,0.22750,0.05033
130.74364,0.20611,0.05033
214.54441,-0.56746,0.05036
220.94264,0.71790,0.05038
247.70374,-0.81808,0.05042
133.44330,0.21454,0.05042
184.83689,-0.24152,0.05044
216.04581,-0.67891,0.05047
182.46970,-0.54747,0.05048
215.48581,-0.70089,0.05049
164.32075,-0.61398,0.05053
227.50167,0.05491,0.05062
230.67786,-0.85587,0.05067
160.49732,0.96425,0.05068
247.66424,-0.82400,0.05071
178.48215,0.34151,0.05072
157.57832,1.24725,0.05075
130.86215,0.44398,0.05077
229.20676,-1.09368,0.05079
162.17091,1.31886,0.05081
143.19403,0.98516,0.05082
229.09625,-0.30143,0.05090
143.12198,1.10633,0.05093
157.81744,-1.13981,0.05093
240.56802,-0.15093,0.05099
130.85347,-0.05358,0.05100
215.49595,-0.59035,0.05101
144.21588,1.12336,0.05105
175.64528,-1.11058,0.05105
182.09355,-1.24808,0.05107
132.92164,0.57248,0.05109
241.38988,-0.82869,0.05112
143.29564,0.62916,0.05115
214.63131,-0.48519,0.05117
229.44550,-1.01301,0.05119
131.60197,0.02802,0.05122
245.51434,-0.33756,0.05123
132.97351,0.58861,0.05124
133.64997,1.43501,0.05129
233.77843,0.83583,0.05130
132.50669,0.22577,0.05133
177.65911,-0.89072,0.05140
153.95997,-1.18637,0.05141
140.11703,1.37450,0.05141
135.29138,1.37865,0.05141
132.92089,0.41211,0.05143
132.11778,1.39726,0.05145
214.30598,-0.02693,0.05150
161.88434,-0.94449,0.05151
234.40683,0.46556,0.05157
239.67907,-0.44876,0.05161
232.63065,0.69136,0.05162
178.46783,-0.52923,0.05168
230.10513,1.41210,0.05169
216.43017,-0.93004,0.05175
248.65669,-1.24692,0.05179
229.80035,1.22967,0.05180
229.95013,1.31222,0.05184
157.30362,-1.04447,0.05188
145.32060,-0.25286,0.05195
215.42208,-0.36603,0.05199
135.54493,1.17511,0.05201
179.73350,-1.43040,0.05205
231.05384,-0.69964,0.05208
132.71127,0.37330,0.05209
229.94222,1.13035,0.05212
233.06679,-0.02086,0.05212
131.58167,-0.09595,0.05218
136.46464,1.13054,0.05220
216.00782,-0.77357,0.05223
233.34078,0.77868,0.05226
132.81014,0.30374,0.05227
229.39296,0.64038,0.05231
248.25968,-1.02451,0.05232
240.11770,-1.08379,0.05234
136.53720,1.13039,0.05237
214.25699,0.47709,0.05245
134.46525,1.46275,0.05247
132.90222,0.27313,0.05248
146.36539,-0.34352,0.05248
240.19035,-0.87912,0.05249
131.02624,-0.42260,0.05252
212.08021,-0.64828,0.05252
147.73590,-0.31801,0.05253
132.66341,0.46016,0.05253
230.59141,0.52878,0.05258
135.19089,0.07113,0.05259
218.03498,0.41116,0.05261
214.32786,0.09457,0.05264
214.46360,0.31953,0.05265
146.63167,-0.98828,0.05265
124.58149,1.07508,0.05268
214.28214,-0.01520,0.05273
138.57992,0.38487,0.05274
134.95831,0.80742,0.05274
155.35982,-0.87736,0.05276
134.20130,0.69211,0.05277
229.67852,0.44681,0.05281
213.24638,1.01410,0.05283
175.06172,-1.20528,0.05283
135.42351,0.58275,0.05283
216.89581,-0.27756,0.05287
132.85366,0.02460,0.05288
214.48346,0.67665,0.05289
135.36399,-0.41843,0.05290
146.37378,-0.36839,0.05291
135.21857,0.09682,0.05291
212.79367,0.57880,0.05292
134.29868,1.40974,0.05292
229.79064,1.06311,0.05295
230.44799,1.16690,0.05298
132.19010,0.29154,0.05299
140.62156,-0.41116,0.05304
238.71444,0.04455,0.05309
215.29851,-0.37270,0.05311
213.48567,0.89642,0.05311
240.92201,0.15294,0.05311
175.09795,-1.34121,0.05312
211.79627,-0.87861,0.05312
241.80142,0.25111,0.05312
212.19240,0.07203,0.05313
133.64390,0.48504,0.05317
213.06529,0.52321,0.05319
228.93504,1.07922,0.05327
132.63207,0.31909,0.05329
199.06364,1.40183,0.05332
214.46515,0.23337,0.05336
214.34242,0.02372,0.05339
136.83985,0.49512,0.05341
137.24588,0.63398,0.05341
134.49798,0.17120,0.05341
211.11297,-1.27488,0.05345
236.58120,0.47075,0.05346
138.06175,0.31178,0.05347
212.32854,-0.07846,0.05350
240.75025,0.01707,0.05351
240.65367,-0.15190,0.05353
212.02417,-0.19416,0.05359
125.98764,-0.11211,0.05359
139.43115,1.49239,0.05362
217.45755,0.66482,0.05365
240.72139,0.01277,0.05367
212.60992,-0.58856,0.05369
199.90169,0.18166,0.05369
137.02441,0.57333,0.05370
199.60082,0.94949,0.05374
217.42429,0.36901,0.05375
137.33521,0.73875,0.05376
217.66293,0.26013,0.05377
228.80217,-1.17063,0.05380
138.30621,0.14923,0.05388
138.77628,-0.71839,0.05392
148.69761,1.36983,0.05392
213.10581,0.90752,0.05392
232.90701,-0.89587,0.05394
217.44701,0.68802,0.05397
164.35813,-0.71444,0.05399
140.65240,-0.40903,0.05401
227.28673,0.25347,0.05402
249.50429,-0.85341,0.05402
212.64099,-0.98835,0.05403
215.60461,1.19757,0.05403
210.63114,-0.96786,0.05404
139.34147,0.32191,0.05405
215.54901,-0.13128,0.05409
211.12920,-0.75622,0.05410
212.37280,0.14367,0.05410
214.04999,1.38057,0.05413
245.95180,0.79682,0.05413
234.69038,-0.95945,0.05414
212.18306,-0.57386,0.05415
227.70238,-1.06250,0.05415
139.88495,-0.29991,0.05418
137.88050,0.40191,0.05418
144.05370,1.02154,0.05418
212.50760,-1.10775,0.05421
140.68638,-0.31460,0.05426
236.46135,0.79759,0.05427
163.85478,1.09574,0.05430
214.38310,1.14086,0.05432
210.68384,-0.58758,0.05433
216.57480,0.15433,0.05433
238.12295,-0.47254,0.05434
214.31264,1.22939,0.05436
235.87283,0.40811,0.05438
214.33317,1.17351,0.05439
138.15124,0.30949,0.05441
228.15374,-0.79418,0.05441
213.10118,-0.73205,0.05442
212.87795,-0.08306,0.05444
212.93950,-0.90427,0.05444
211.81047,-1.19536,0.05445
209.92530,1.04176,0.05445
138.02438,0.44889,0.05446
215.50187,0.64990,0.05446
212.69764,-1.31421,0.05449
236.44524,-0.50629,0.05451
201.52259,-1.25349,0.05455
214.47574,0.46145,0.05455
138.76168,1.44525,0.05457
241.92423,1.00089,0.05460
217.92681,-1.18601,0.05461
215.25917,-0.86197,0.05461
200.82637,-0.25244,0.05464
138.01796,0.42180,0.05465
217.43418,0.08126,0.05466
137.39785,-0.66289,0.05469
227.86040,-1.09660,0.05470
139.39643,0.32517,0.05473
237.51414,0.98358,0.05474
212.00217,-0.82182,0.05475
212.16110,-1.46875,0.05476
240.18544,-0.56878,0.05479
138.68357,-0.86021,0.05484
235.62608,-0.44839,0.05484
227.11633,-1.20789,0.05488
217.07668,1.12959,0.05488
120.33629,-0.28348,0.05492
215.53302,1.16991,0.05493
215.45734,-0.77750,0.05495
215.07206,0.75857,0.05496
140.62890,-0.85951,0.05499
215.63190,-0.65533,0.05506
214.96662,-0.56125,0.05507
235.34090,-1.03387,0.05508
201.44735,-0.70676,0.05512
230.57927,-1.33877,0.05516
217.04388,-0.68462,0.05517
203.70454,-1.39391,0.05518
230.48383,-1.36431,0.05520
218.18518,-0.78833,0.05520
216.39776,-1.00599,0.05522
216.09052,0.88863,0.05524
234.83255,0.97027,0.05526
239.88785,-1.09893,0.05526
138.56308,0.87912,0.05526
218.09196,-0.22671,0.05534
216.30423,-0.52135,0.05537
244.16318,1.20777,0.05537
214.75439,1.41184,0.05540
140.97500,-0.68264,0.05540
241.57954,0.73863,0.05541
236.84840,-1.00673,0.05542
246.11752,-0.32338,0.05546
234.99072,-0.90939,0.05547
217.38595,0.49381,0.05553
216.30761,-1.09946,0.05555
140.68150,-0.37748,0.05556
146.61407,1.46973,0.05557
246.44679,-0.58537,0.05561
169.90559,-0.25640,0.05561
140.78946,-0.41686,0.05562
124.16142,-0.31877,0.05565
201.48376,-0.70239,0.05567
214.30662,1.30191,0.05567
240.27356,-0.70744,0.05574
242.10389,1.13532,0.05574
139.74622,-0.21644,0.05575
158.45503,0.16152,0.05581
221.76674,0.47906,0.05581
217.62064,0.30643,0.05589
222.04452,-0.81648,0.05591
218.37556,-0.83115,0.05591
218.99785,-0.12305,0.05597
146.96390,-0.54500,0.05598
239.63857,-1.19398,0.05599
156.78767,-0.03770,0.05607
140.93666,-0.51796,0.05610
217.36668,0.71654,0.05612
243.95882,0.83486,0.05615
240.33623,-0.67414,0.05616
235.22069,-1.37533,0.05617
244.41426,1.02398,0.05619
245.02092,0.79144,0.05619
219.18606,0.71005,0.05620
140.72566,-0.34797,0.05623
139.89953,-0.45185,0.05628
140.82469,-0.56844,0.05628
139.23479,0.28597,0.05629
245.86293,0.82649,0.05630
162.88524,-0.28007,0.05633
218.72674,-1.27168,0.05634
217.43824,0.25301,0.05636
135.52084,0.40606,0.05640
244.80469,0.89863,0.05645
139.86925,0.70466,0.05646
229.44669,1.40539,0.05649
217.37955,0.54872,0.05651
135.49058,0.28417,0.05652
235.17538,-0.76384,0.05656
235.26838,-1.27052,0.05657
240.35887,-0.51114,0.05658
229.81807,1.01900,0.05661
243.55885,-1.02842,0.05662
201.13208,0.78536,0.05665
146.72901,0.02697,0.05666
216.99156,0.71502,0.05667
239.47551,-0.77878,0.05668
139.71220,0.63994,0.05670
218.91788,-1.49229,0.05675
219.00383,-0.11046,0.05678
245.51805,-0.62769,0.05686
179.63444,0.05416,0.05694
218.92895,-0.29287,0.05694
220.19866,-0.96815,0.05696
135.53946,1.22606,0.05696
245.69443,0.77679,0.05696
139.21764,0.52057,0.05699
156.61116,1.42709,0.05699
232.57756,1.34912,0.05703
155.39165,0.07435,0.05704
244.47955,0.89534,0.05708
230.33947,-0.05342,0.05709
235.25107,-1.26250,0.05711
201.25442,1.15014,0.05718
128.25694,1.20702,0.05730
244.73262,0.50639,0.05731
244.79848,1.15101,0.05731
245.37432,1.07849,0.05735
241.91804,0.76051,0.05735
134.12788,1.02596,0.05737
243.47612,-0.61506,0.05740
146.58882,0.17260,0.05743
245.89464,0.34410,0.05746
245.14760,1.00066,0.05747
240.51010,-1.15834,0.05753
155.70224,1.40027,0.05758
241.88070,0.83328,0.05759
133.11185,0.74880,0.05763
212.34019,1.02775,0.05765
142.77064,0.53064,0.05768
243.80471,0.14494,0.05772
241.73653,0.71254,0.05774
240.29664,-0.82616,0.05777
241.16393,-0.09166,0.05781
245.96548,1.11594,0.05782
221.03406,-0.28225,0.05782
243.01968,-0.27954,0.05784
192.35532,0.36213,0.05784
240.47556,-1.21921,0.05787
242.76481,-0.84821,0.05789
194.36379,-1.44427,0.05791
240.67122,0.59567,0.05792
135.88657,1.21012,0.05796
243.03871,0.05920,0.05801
228.09611,-0.34913,0.05805
163.20038,0.18722,0.05810
241.26091,-0.42662,0.05812
204.33024,-1.29563,0.05813
244.69346,1.20069,0.05814
241.58499,0.11228,0.05831
241.06472,0.09700,0.05832
248.03383,-0.07865,0.05834
241.60599,-0.35162,0.05837
140.03526,0.67066,0.05838
242.01079,0.15649,0.05838
231.69195,-1.10224,0.05839
241.57819,-0.03590,0.05840
152.52743,-0.26844,0.05843
140.01003,0.84420,0.05844
169.82028,-0.38730,0.05846
240.21490,-0.81197,0.05849
131.97908,0.56667,0.05850
244.40545,-0.86224,0.05859
137.16999,0.19596,0.05863
248.36816,-0.21471,0.05867
155.07391,0.52856,0.05874
231.33865,-0.43003,0.05882
136.50004,0.00904,0.05885
249.49655,-0.49847,0.05894
236.80167,-0.97683,0.05895
232.09265,-0.44246,0.05897
248.44263,-1.02623,0.05899
233.86903,1.37779,0.05899
211.64491,-1.21983,0.05900
232.87506,-0.51478,0.05903
161.24630,0.81192,0.05904
133.10292,0.89338,0.05907
245.62867,0.90571,0.05911
231.54530,-0.45422,0.05912
240.93649,-0.31873,0.05913
159.60406,1.11388,0.05915
231.71140,-1.05174,0.05915
195.27184,1.13331,0.05917
231.53710,-0.44049,0.05918
232.88778,-0.52465,0.05919
232.45729,-0.50224,0.05919
233.08170,0.19325,0.05920
247.84973,-0.03602,0.05921
178.01373,0.04678,0.05923
171.15718,0.57828,0.05924
153.95489,-0.17988,0.05924
211.47468,-0.74543,0.05926
177.76357,-0.21049,0.05926
235.77949,-1.13444,0.05929
143.43254,0.98026,0.05930
211.00856,-0.04615,0.05930
195.12901,0.95392,0.05930
169.25230,1.15633,0.05932
241.06911,0.04374,0.05932
244.93558,-0.47924,0.05937
230.64391,1.30662,0.05941
182.50861,-1.22264,0.05949
232.54428,-0.05185,0.05951
160.38305,0.79327,0.05951
245.96117,0.71561,0.05954
160.99135,-0.50748,0.05956
187.85645,-1.41814,0.05959
130.41351,0.97409,0.05969
153.62650,-1.10748,0.05974
162.77616,-0.95523,0.05975
233.01926,0.02185,0.05978
150.83604,0.01032,0.05990
230.50013,-1.39654,0.05993
177.93723,0.10941,0.05996
153.48517,1.29560,0.06001
231.06110,-1.43732,0.06003
181.51272,0.48779,0.06004
160.31954,0.46560,0.06015
201.22605,0.49517,0.06028
177.97938,0.11129,0.06031
240.79934,-1.19714,0.06032
174.98643,-0.28720,0.06034
240.87797,-0.43791,0.06036
203.22489,0.90664,0.06039
201.00074,0.33616,0.06041
241.01691,0.11936,0.06042
174.97336,-0.82851,0.06047
178.10641,-1.26746,0.06049
149.64646,-0.91597,0.06054
140.53061,0.39903,0.06056
146.57273,-1.06084,0.06061
175.19712,-0.36031,0.06064
241.31527,0.13810,0.06065
227.13459,0.67644,0.06067
160.99676,-0.58825,0.06067
200.99123,1.22601,0.06069
174.75369,-0.51187,0.06069
153.04913,0.69594,0.06071
143.97191,0.87598,0.06072
198.31889,0.99170,0.06078
203.94963,-0.02915,0.06082
145.48725,-0.80693,0.06084
191.53413,-0.95226,0.06092
241.44466,0.13353,0.06095
196.08742,1.15098,0.06105
143.64179,-0.54576,0.06108
133.39702,-0.71000,0.06110
172.79299,0.24158,0.06122
166.95256,0.92432,0.06123
171.98045,-0.30169,0.06137
172.23266,0.74132,0.06142
146.39189,0.97823,0.06154
204.96905,-0.61130,0.06154
242.17269,-0.23357,0.06154
171.93974,-0.25150,0.06160
241.15651,0.12258,0.06162
153.86592,-1.20389,0.06162
241.84393,-0.37969,0.06163
236.67372,-0.61938,0.06164
180.27368,0.45974,0.06171
144.26671,0.04897,0.06178
149.22744,1.28893,0.06179
241.74397,-0.59565,0.06179
146.91732,0.69489,0.06182
149.61404,-0.85494,0.06188
150.37208,-0.21492,0.06191
144.66829,0.64618,0.06200
144.49045,0.95300,0.06203
175.78070,1.45451,0.06204
147.98555,1.11100,0.06204
242.67265,0.27652,0.06206
180.37592,0.40813,0.06207
143.90917,-0.13819,0.06210
186.03797,0.17036,0.06211
171.98052,-0.47253,0.06211
145.04753,0.23776,0.06213
169.64170,1.01172,0.06213
146.81199,-0.19005,0.06215
237.43272,-0.06741,0.06218
242.68334,0.24844,0.06218
241.85445,-0.16615,0.06219
150.45620,-0.30860,0.06222
195.43302,-0.68528,0.06222
145.32998,0.17547,0.06222
146.34706,0.07542,0.06228
154.18087,1.09471,0.06234
237.12540,-0.36706,0.06234
146.84077,0.88627,0.06234
152.05541,0.38315,0.06238
184.26027,-0.31760,0.06241
242.61168,-0.43936,0.06242
241.04046,0.47406,0.06242
193.58634,1.28443,0.06244
151.30126,0.63219,0.06245
148.98243,0.22985,0.06247
152.03854,0.38824,0.06249
145.89059,-1.09762,0.06249
208.46131,0.84536,0.06250
145.76792,-1.07473,0.06250
150.49508,0.71524,0.06251
156.31920,-0.26634,0.06251
154.35286,-0.72352,0.06254
195.92200,-0.55278,0.06255
155.68866,-0.00308,0.06256
151.92267,0.44724,0.06256
154.68807,0.39077,0.06256
206.95444,0.46994,0.06257
145.74475,-0.07635,0.06259
147.17998,0.49299,0.06260
153.82979,-0.64991,0.06260
149.19459,0.81658,0.06261
147.47985,0.32339,0.06262
149.03396,-1.20527,0.06263
226.71793,1.24974,0.06263
241.19246,0.89872,0.06264
150.53582,0.71706,0.06266
237.54357,0.63723,0.06267
195.39637,-0.85030,0.06268
150.35680,-0.69634,0.06271
155.75117,-0.05997,0.06272
145.81392,0.48851,0.06278
182.29066,-1.32354,0.06278
147.28297,1.41963,0.06281
182.07108,-0.46203,0.06284
154.83497,-0.78639,0.06286
197.96084,0.68701,0.06286
154.25641,0.10371,0.06291
148.75745,0.96953,0.06295
240.98326,0.94323,0.06296
146.88773,0.21746,0.06297
167.45284,0.80438,0.06297
146.81624,0.94411,0.06298
154.33510,-0.15004,0.06298
157.03618,-0.85375,0.06299
232.05343,-0.15819,0.06299
181.81602,-0.51788,0.06300
147.94235,1.14232,0.06301
145.99396,-0.13585,0.06305
201.00784,-0.62100,0.06306
149.10100,1.23195,0.06314
181.58326,-0.42999,0.06317
197.93016,0.61700,0.06318
184.67286,0.91674,0.06318
191.73973,0.64177,0.06319
154.41219,-0.12244,0.06320
146.16563,-0.06417,0.06321
154.70998,0.55881,0.06324
147.91272,1.28374,0.06330
154.45765,-0.82924,0.06334
169.13764,0.92843,0.06335
170.80562,-1.18218,0.06337
170.65887,-0.69097,0.06338
149.18442,1.29863,0.06345
170.34519,0.29170,0.06355
161.38651,0.29194,0.06355
149.19776,1.25664,0.06356
224.32814,1.43452,0.06357
154.55743,0.06578,0.06357
246.31429,-0.54096,0.06361
236.57247,1.38020,0.06365
155.73604,-0.38422,0.06365
170.60336,-0.06126,0.06372
197.64108,-0.50365,0.06373
150.67113,-0.42390,0.06377
160.45719,1.23694,0.06379
160.62850,1.22633,0.06380
232.00342,-0.35979,0.06381
198.11081,0.41032,0.06382
184.68922,0.77291,0.06383
154.60093,0.08685,0.06385
190.91114,0.54712,0.06389
172.82315,-0.97470,0.06390
226.84839,0.54635,0.06390
197.82936,0.03741,0.06395
189.04927,-0.20961,0.06397
167.89507,-0.90152,0.06398
167.82045,-0.82417,0.06399
191.12392,1.14468,0.06399
222.89801,0.09789,0.06399
154.64983,0.17471,0.06401
217.52769,-0.05776,0.06403
148.94690,0.77314,0.06403
197.89193,0.84992,0.06407
148.01580,1.14844,0.06410
179.51257,1.09060,0.06413
191.13178,0.85592,0.06414
191.21182,0.99198,0.06419
149.46087,0.79536,0.06423
190.88987,0.49295,0.06425
167.83796,0.40956,0.06425
231.97216,-0.38445,0.06432
183.41488,0.97765,0.06433
168.12784,-1.04927,0.06438
147.95673,1.14282,0.06442
167.34479,1.14903,0.06444
167.91396,-0.89238,0.06445
167.48669,-0.57424,0.06450
154.44687,-0.05451,0.06452
168.53920,-1.24466,0.06454
179.11863,0.06386,0.06454
178.90828,-0.77061,0.06456
160.52660,0.89852,0.06456
243.58814,0.44641,0.06457
145.28856,0.34651,0.06460
232.47000,-1.27858,0.06463
154.40642,-0.20170,0.06464
178.95095,-0.54866,0.06467
167.38907,-0.60143,0.06482
167.39542,1.19191,0.06485
158.53131,-0.04817,0.06490
172.14896,-0.18495,0.06491
149.04620,-0.07764,0.06492
149.90931,0.51314,0.06493
